iter	A(1)	B(1)	C(1)	LnPrior	LnData	LnPosterior
477	0.0983144	0.00597599	0.0924099	7.280982e+00	-5.849738e+01	-5.121640e+01
478	0.117314	0.00597599	0.0699969	7.280982e+00	-5.859528e+01	-5.131429e+01
479	0.117314	0.00865312	0.0624493	7.366434e+00	-5.859086e+01	-5.122442e+01
480	0.0961933	0.00865312	0.0649504	7.366434e+00	-5.862139e+01	-5.125495e+01
481	0.0961933	0.00865312	0.0326063	7.366434e+00	-5.864813e+01	-5.128170e+01
482	0.118459	0.0129402	0.0338901	7.325839e+00	-5.866162e+01	-5.133578e+01
483	0.118459	0.0129402	0.0431565	7.325839e+00	-5.865869e+01	-5.133286e+01
484	0.118459	0.0121658	0.0570228	7.349337e+00	-5.865657e+01	-5.130723e+01
485	0.13372	0.0121218	0.0543541	7.350459e+00	-6.019100e+01	-5.284055e+01
486	0.13372	0.0121218	0.0884401	7.350459e+00	-6.021085e+01	-5.286039e+01
487	0.13372	0.0121749	0.098798	7.349104e+00	-6.021893e+01	-5.286983e+01
488	0.118854	0.0121749	0.0865415	7.349104e+00	-5.868191e+01	-5.133281e+01
489	0.118854	0.0238671	0.0909334	6.234383e+00	-5.866809e+01	-5.243371e+01
490	0.108914	0.0238671	0.083731	6.234383e+00	-5.821408e+01	-5.197970e+01
491	0.0985674	0.0238671	0.0616504	6.234383e+00	-5.839064e+01	-5.215626e+01
492	0.0985674	0.0238671	0.0413399	6.234383e+00	-5.843156e+01	-5.219717e+01
493	0.0985674	0.0238671	0.0229415	6.234383e+00	-5.847407e+01	-5.223969e+01
494	0.0985674	0.0213427	0.0328987	6.612601e+00	-5.845901e+01	-5.184641e+01
495	0.11325	0.0213427	0.0234789	6.612601e+00	-5.839389e+01	-5.178129e+01
496	0.11325	0.0203587	0.0331826	6.739510e+00	-5.838579e+01	-5.164628e+01
497	0.11325	0.0203587	0.0126889	6.739510e+00	-5.840615e+01	-5.166663e+01
498	0.11325	0.0203587	0.00676322	6.739510e+00	-5.841246e+01	-5.167295e+01
499	0.11325	0.0224833	0.0408483	6.451088e+00	-5.837492e+01	-5.192383e+01
500	0.11325	0.0224833	0.0250045	6.451088e+00	-5.839086e+01	-5.193978e+01
