iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
10	-2.26236	6.94411	-2.5266	6.16915	-2.43953	5.43409	-2.97717	6.7169	-2.92178	5.74804	-2.83628	6.72314	-3.13701	6.2775	-2.55983	4.30678	-2.18851	5.89599	-2.44247	6.79949	-2.42354	6.07364	-2.717037e+02	-1.564541e+07	-1.564568e+07
11	-2.26236	6.94411	-2.5266	6.16915	-2.43953	5.32701	-3.09543	6.7169	-2.92178	5.74804	-2.83628	6.70808	-3.3681	6.2775	-2.70538	4.20219	-2.18851	5.89599	-2.44247	6.7757	-2.42354	6.04943	-3.210596e+02	-1.544683e+07	-1.544715e+07
12	-2.26236	6.94411	-2.54196	6.16915	-2.50426	5.10049	-3.27812	6.7169	-2.92178	5.74804	-3.12739	6.66833	-3.3681	6.2775	-2.76181	4.13518	-2.23579	5.47295	-2.5573	6.7757	-2.42354	5.76774	-4.011334e+02	-1.472091e+07	-1.472132e+07
13	-2.26236	6.94411	-2.54196	6.16915	-2.51969	5.10049	-3.27812	6.27531	-3.09688	5.37507	-3.12739	6.66833	-3.3681	6.2775	-2.76181	3.97083	-2.23579	5.47295	-2.5573	6.75476	-2.54491	5.76774	-4.471004e+02	-1.405559e+07	-1.405604e+07
14	-2.26236	6.94411	-2.56061	6.16915	-2.55891	5.10049	-3.27812	6.15302	-3.28529	5.37507	-3.2182	6.64816	-3.3681	6.26585	-2.76181	3.81663	-2.23579	5.47295	-2.58138	6.75476	-2.7214	5.76774	-4.961050e+02	-1.383657e+07	-1.383706e+07
15	-2.26236	6.94411	-2.56061	6.16915	-2.55891	5.10049	-3.27812	6.15302	-3.28529	5.37507	-3.2182	6.64816	-3.3681	6.15803	-2.76181	3.72178	-2.23579	5.47295	-2.58275	6.74708	-2.7214	5.34762	-5.202495e+02	-1.346641e+07	-1.346693e+07
16	-2.26236	6.94411	-2.61803	6.0426	-2.58835	5.10049	-3.27812	6.15302	-3.28529	5.37507	-3.2182	6.63417	-3.3681	6.12141	-2.85148	3.69945	-2.23579	5.38429	-2.58275	6.73368	-2.85834	4.98892	-5.597995e+02	-1.305132e+07	-1.305188e+07
17	-2.26236	6.94411	-2.61803	6.0426	-2.63171	4.60233	-3.36962	6.15302	-3.32757	4.94322	-3.29474	6.50565	-3.3681	6.12141	-2.85148	3.69945	-2.23579	5.38429	-2.58275	6.73368	-2.85834	4.98892	-6.295791e+02	-1.247469e+07	-1.247532e+07
18	-2.26236	6.94411	-2.66078	6.0426	-2.63171	4.60233	-3.36962	6.15302	-3.32757	4.85037	-3.29474	6.50565	-3.5488	6.12141	-2.90186	3.69945	-2.24635	4.93217	-2.58275	6.73368	-2.85834	4.98892	-6.808149e+02	-1.214156e+07	-1.214224e+07
19	-2.26236	6.94411	-2.66898	6.0426	-2.68385	4.60233	-3.36962	6.15302	-3.32757	4.85037	-3.29474	6.50565	-3.55505	6.07932	-2.90186	3.45046	-2.24635	4.81407	-2.58275	6.73006	-2.90546	4.8468	-7.221247e+02	-1.188228e+07	-1.188300e+07
20	-2.26236	6.94411	-2.66898	6.0415	-2.68623	4.60233	-3.40099	6.02794	-3.32757	4.85037	-3.35797	6.50565	-3.55505	6.07932	-2.90186	3.45046	-2.3074	4.79937	-2.62437	6.73006	-2.91572	4.8468	-7.381295e+02	-1.176755e+07	-1.176829e+07
21	-2.26236	5.30834	-2.74199	6.0415	-2.68623	4.60233	-3.79633	6.02794	-3.32757	4.40069	-3.69985	6.50565	-3.55505	6.04368	-2.90186	2.58119	-2.3074	4.00802	-2.62437	6.73006	-3.03375	4.35823	-6.294708e+02	-1.064978e+07	-1.065041e+07
22	-2.26236	5.30834	-2.86266	5.84227	-2.81791	4.25756	-3.83393	6.02362	-3.32757	4.40069	-3.72851	6.18631	-4.11614	5.72898	-2.90186	2.31605	-2.31499	4.00781	-2.70852	6.69633	-3.49684	4.18179	-8.044565e+02	-9.695448e+06	-9.696252e+06
23	-2.34165	5.30931	-2.86266	5.84227	-2.84592	3.53635	-4.35038	6.02362	-3.32757	4.05258	-3.78021	6.18631	-4.11614	5.71512	-2.90186	2.31605	-2.32889	3.20076	-2.93681	6.69633	-3.49684	4.18179	-9.116557e+02	-8.975455e+06	-8.976367e+06
24	-2.34165	5.30931	-2.86266	5.79447	-2.84592	2.93297	-4.618	6.02362	-3.49769	3.44203	-4.46088	5.81926	-4.23109	5.71512	-2.95408	2.31605	-2.32889	3.06755	-2.93681	6.69614	-3.63826	3.89546	-1.214256e+03	-8.149147e+06	-8.150361e+06
25	-2.34165	5.30931	-2.86266	5.79447	-2.97054	2.58918	-4.618	6.02362	-3.49769	3.44203	-4.49977	5.81926	-4.23109	5.50992	-2.95408	1.7621	-2.32889	3.06755	-2.93681	6.67271	-3.63826	3.89546	-1.294464e+03	-7.898667e+06	-7.899962e+06
26	-2.34165	5.30931	-2.87825	5.79447	-2.97054	2.39519	-4.83985	6.02362	-3.49769	3.44203	-4.83891	5.78693	-4.23109	5.50992	-2.95408	1.62004	-2.33258	3.06755	-2.98315	6.67243	-3.63826	3.79221	-1.459938e+03	-7.766518e+06	-7.767978e+06
27	-3.12251	5.30931	-3.0314	5.79447	-2.97054	1.85657	-5.00261	6.02362	-3.93089	3.44203	-4.83891	5.78693	-4.36454	5.50992	-2.95408	1.23408	-2.33258	2.86989	-3.01537	6.67243	-3.63826	3.2665	-1.030396e+03	-7.497931e+06	-7.498961e+06
28	-3.12251	5.30931	-3.15597	5.36885	-2.87218	1.85657	-5.00261	6.00417	-3.93089	2.40485	-4.83891	5.78693	-4.37023	5.29325	-2.60115	1.23408	-2.33258	2.86989	-3.01537	6.66562	-3.90997	2.98122	-1.136080e+03	-6.854518e+06	-6.855654e+06
29	-3.12251	5.30931	-3.31256	5.36885	-2.82906	1.85657	-5.02002	5.8294	-4.14581	2.40485	-4.83891	5.68701	-4.64159	5.11673	-2.35453	1.24529	-2.33258	2.54952	-3.26612	6.66562	-3.90997	2.98122	-1.232288e+03	-6.464155e+06	-6.465387e+06
30	-3.12251	5.30931	-3.3541	5.36885	-2.7273	1.85657	-5.98715	5.75819	-4.32276	2.40485	-5.20497	5.64296	-4.64159	5.05275	-2.17369	1.24529	-2.34924	0.341108	-3.26612	6.66562	-3.90997	2.98122	-1.782811e+03	-6.229226e+06	-6.231009e+06
31	-3.12251	3.11494	-3.59645	4.89614	-2.69172	1.85657	-5.98715	5.65181	-4.32276	2.40485	-5.28781	5.64296	-4.9724	5.02282	-2.17369	1.24529	-2.34924	0.358781	-3.4254	6.65918	-3.90997	2.98122	-1.572134e+03	-5.830573e+06	-5.832145e+06
32	-3.12251	3.11494	-3.64412	4.89614	-2.58634	1.85657	-5.98715	5.64969	-4.34336	2.40485	-5.28781	5.63222	-5.01195	4.99147	-2.1571	1.24529	-2.34924	0.928445	-3.4254	6.65918	-4.00565	2.98122	-1.561580e+03	-5.735700e+06	-5.737261e+06
33	-3.21635	3.11494	-3.66944	4.89614	-2.58634	1.85657	-6.46736	5.64969	-4.50093	2.40485	-5.28781	5.63222	-5.02068	4.99147	-2.01214	1.24529	-2.34924	0.928445	-3.54098	6.65918	-4.00565	2.98122	-1.680688e+03	-5.685691e+06	-5.687372e+06
34	-3.21635	3.11494	-3.66944	4.89614	-2.4109	1.85657	-6.46736	5.57188	-4.56496	2.40485	-6.2948	5.61543	-5.57503	4.92221	-2.01214	1.24529	-2.32692	0.928445	-3.58643	6.64278	-4.06796	2.86336	-2.075066e+03	-5.455006e+06	-5.457081e+06
35	-3.21635	3.11494	-3.66944	4.89614	-2.4109	1.85657	-6.46736	5.50223	-4.71902	2.35274	-6.2948	5.61543	-6.02061	4.92221	-1.9952	1.24529	-2.32692	1.21141	-3.58643	6.64278	-4.48942	2.86336	-2.241157e+03	-5.368065e+06	-5.370306e+06
36	-3.21635	3.11494	-3.73173	4.72254	-2.21095	1.85657	-6.62136	5.50223	-4.71902	2.02528	-6.55052	5.49676	-6.02061	4.92221	-1.99299	1.24529	-2.32692	1.21141	-3.65185	6.64278	-4.48942	2.58057	-2.394189e+03	-5.136414e+06	-5.138808e+06
37	-4.92442	3.12876	-3.92122	4.72254	-2.20954	1.85657	-6.62136	5.45941	-4.71902	2.02528	-7.10953	5.49676	-6.02061	4.85985	-1.99299	1.24529	-2.32692	1.21821	-3.87173	6.64278	-4.48942	2.58057	-2.172223e+03	-5.015290e+06	-5.017463e+06
38	-4.92442	3.12876	-4.01601	4.65999	-2.20954	1.85657	-6.9189	5.45941	-4.43561	2.02528	-7.45841	5.32488	-6.33306	4.85985	-1.77877	1.24529	-2.32084	1.21821	-3.87173	6.64278	-4.95552	2.00985	-2.406272e+03	-4.803617e+06	-4.806024e+06
39	-4.92442	3.12876	-4.02081	4.4928	-2.1019	1.85657	-6.96023	5.42478	-4.43561	2.02528	-7.45841	5.00264	-7.04294	4.85985	-1.77877	1.24529	-2.31024	1.21821	-3.89619	6.63574	-4.87304	2.00985	-2.544396e+03	-4.517219e+06	-4.519763e+06
40	-4.92442	3.12876	-4.02081	4.45891	-1.93688	1.8038	-6.96023	5.42478	-4.43561	2.02528	-7.45841	4.89353	-7.04294	4.85985	-1.77877	1.24529	-2.27562	1.21821	-4.12242	6.61979	-4.60865	2.00985	-2.579812e+03	-4.420368e+06	-4.422947e+06
41	-4.92442	3.12876	-4.02081	4.45891	-1.93688	1.67563	-7.60289	5.41427	-4.43561	2.02528	-7.57197	4.29263	-7.04294	4.85985	-1.68393	1.24529	-2.27562	1.21821	-4.15251	6.57386	-4.53509	1.89479	-2.772475e+03	-4.111653e+06	-4.114425e+06
42	-4.92442	3.12876	-4.07907	4.01444	-1.93688	1.67563	-7.60289	5.41427	-4.10927	2.02528	-7.57197	4.29263	-7.04294	4.81181	-1.68393	1.24529	-2.27562	1.43978	-4.2071	6.5652	-4.53509	1.89479	-2.759517e+03	-3.903853e+06	-3.906612e+06
43	-4.92442	3.12876	-4.07907	4.01444	-1.8966	1.67563	-7.96433	5.41427	-4.10927	2.02528	-7.57197	3.84568	-7.18542	4.81181	-1.68393	1.14801	-2.27562	1.43978	-4.28618	6.5652	-4.46841	1.89479	-2.897822e+03	-3.738783e+06	-3.741681e+06
44	-4.92442	3.12876	-4.07907	4.01444	-1.78353	1.67563	-8.01532	5.35633	-3.72122	2.02528	-7.57197	3.82217	-7.57173	4.81181	-1.68393	1.14801	-2.27562	1.43978	-4.28618	6.56071	-4.36081	1.89479	-3.083715e+03	-3.678226e+06	-3.681310e+06
45	-4.92442	3.12876	-4.07907	3.67387	-1.78353	1.70487	-8.07798	5.27928	-3.46203	1.92162	-7.57197	3.64246	-7.63998	4.81181	-1.68393	1.14801	-2.26432	1.43978	-4.28618	6.50984	-4.01492	1.89479	-3.169193e+03	-3.442160e+06	-3.445329e+06
46	-4.92442	3.12876	-4.07907	3.44664	-1.53803	1.70487	-8.39961	5.27928	-3.46203	1.92162	-7.57197	3.45396	-7.65128	4.81181	-1.68393	1.1698	-2.25372	1.43978	-4.28618	6.45788	-3.82575	1.89479	-3.370949e+03	-3.283602e+06	-3.286973e+06
47	-4.92442	3.12876	-4.2673	2.9473	-1.52059	1.70487	-9.10022	5.27928	-3.20807	1.92162	-7.57678	3.40246	-7.65128	4.81181	-1.68393	1.1698	-2.24513	1.43978	-4.28618	6.45788	-3.82575	1.89479	-3.673450e+03	-3.119897e+06	-3.123570e+06
48	-4.92442	3.12876	-4.34532	2.5988	-1.52059	1.70487	-9.10022	5.20378	-3.20807	1.6475	-7.58142	3.38605	-7.65128	4.81181	-1.56544	1.1698	-2.24513	1.29473	-4.60628	6.45788	-3.82575	1.86132	-3.709301e+03	-2.997996e+06	-3.001706e+06
49	-4.92442	2.89578	-4.34532	2.37224	-1.51252	1.70487	-9.15795	5.20378	-3.20807	1.6475	-7.58142	3.27387	-7.66232	4.66232	-1.56544	1.1698	-2.24513	1.29473	-4.71218	6.44209	-3.82575	1.86132	-3.729432e+03	-2.872686e+06	-2.876416e+06
50	-4.92442	2.89578	-4.34532	1.76732	-1.41302	1.70487	-9.72921	5.20378	-2.65251	1.6475	-7.58142	3.27387	-7.89266	4.66232	-1.56544	1.1698	-2.24513	1.42836	-4.71218	6.43825	-3.70669	1.86132	-4.219350e+03	-2.801192e+06	-2.805411e+06
