iter	A(1)	B(1)	LnPrior	LnData	LnPosterior
32	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
33	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
34	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
35	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
36	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
37	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
38	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
39	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
40	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
41	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
42	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
43	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
44	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
45	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
46	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
47	-7.02961	2.4655	-6.700863e+00	-3.756780e+04	-3.757450e+04
48	-7.02961	1.97737	-6.694901e+00	-3.312453e+04	-3.313123e+04
49	-7.02961	1.97737	-6.694901e+00	-3.312453e+04	-3.313123e+04
50	-7.02961	1.97737	-6.694901e+00	-3.312453e+04	-3.313123e+04
51	-7.02961	2.23995	-6.697812e+00	-3.095453e+04	-3.096123e+04
52	-7.02961	2.23995	-6.697812e+00	-3.095453e+04	-3.096123e+04
53	-4.55262	1.90618	-6.550785e+00	-1.338888e+04	-1.339543e+04
54	-3.12982	1.90618	-6.496132e+00	-1.287070e+04	-1.287720e+04
55	-3.12982	1.90618	-6.496132e+00	-1.287070e+04	-1.287720e+04
56	-3.12982	1.90618	-6.496132e+00	-1.287070e+04	-1.287720e+04
57	-3.12982	1.40594	-6.492850e+00	-8.953445e+03	-8.959938e+03
58	-3.12982	1.40594	-6.492850e+00	-8.953445e+03	-8.959938e+03
59	-3.12982	1.40594	-6.492850e+00	-8.953445e+03	-8.959938e+03
60	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
61	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
62	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
63	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
64	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
65	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
66	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
67	-2.65199	1.49152	-6.479420e+00	-4.355947e+03	-4.362426e+03
68	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
69	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
70	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
71	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
72	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
73	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
74	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
75	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
76	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
77	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
78	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
79	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
80	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
81	-2.65199	1.50831	-6.479504e+00	-4.260174e+03	-4.266654e+03
82	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
83	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
84	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
85	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
86	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
87	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
88	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
89	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
90	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
91	-1.3717	1.50831	-6.453747e+00	-2.892752e+03	-2.899206e+03
92	-1.3717	1.45376	-6.453485e+00	-1.825823e+03	-1.832276e+03
93	-1.3717	1.45376	-6.453485e+00	-1.825823e+03	-1.832276e+03
94	-1.3717	1.45376	-6.453485e+00	-1.825823e+03	-1.832276e+03
95	-1.3717	1.45376	-6.453485e+00	-1.825823e+03	-1.832276e+03
96	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
97	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
98	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
99	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
100	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
101	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
102	-1.45537	1.45376	-6.454667e+00	-1.795354e+03	-1.801808e+03
103	-1.45537	1.4268	-6.454549e+00	-1.487073e+03	-1.493527e+03
104	-1.45537	1.4268	-6.454549e+00	-1.487073e+03	-1.493527e+03
105	-1.45537	1.4268	-6.454549e+00	-1.487073e+03	-1.493527e+03
106	-1.45537	1.4268	-6.454549e+00	-1.487073e+03	-1.493527e+03
107	-1.45537	1.4268	-6.454549e+00	-1.487073e+03	-1.493527e+03
108	-1.45537	1.4268	-6.454549e+00	-1.487073e+03	-1.493527e+03
109	-1.45537	1.36047	-6.454287e+00	-1.204806e+03	-1.211260e+03
110	-1.45537	1.36047	-6.454287e+00	-1.204806e+03	-1.211260e+03
111	-1.45537	1.36047	-6.454287e+00	-1.204806e+03	-1.211260e+03
112	-1.45537	1.36047	-6.454287e+00	-1.204806e+03	-1.211260e+03
113	-1.45537	1.36047	-6.454287e+00	-1.204806e+03	-1.211260e+03
114	-1.45537	1.36047	-6.454287e+00	-1.204806e+03	-1.211260e+03
115	-1.16979	1.36047	-6.450539e+00	-8.495811e+02	-8.560317e+02
116	-1.16979	1.36047	-6.450539e+00	-8.495811e+02	-8.560317e+02
117	-1.16979	1.36047	-6.450539e+00	-8.495811e+02	-8.560317e+02
118	-1.16979	1.36047	-6.450539e+00	-8.495811e+02	-8.560317e+02
119	-1.16979	1.36047	-6.450539e+00	-8.495811e+02	-8.560317e+02
120	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
121	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
122	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
123	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
124	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
125	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
126	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
127	-1.16979	1.32687	-6.450424e+00	-7.540541e+02	-7.605045e+02
128	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
129	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
130	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
131	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
132	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
133	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
134	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
135	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
136	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
137	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
138	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
139	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
140	-1.03365	1.32687	-6.448924e+00	-6.103867e+02	-6.168356e+02
141	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
142	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
143	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
144	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
145	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
146	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
147	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
148	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
149	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
150	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
151	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
152	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
153	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
154	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
155	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
156	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
157	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
158	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
159	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
160	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
161	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
162	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
163	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
164	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
165	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
166	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
167	-0.811268	1.32687	-6.446872e+00	-5.511132e+02	-5.575601e+02
168	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
169	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
170	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
171	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
172	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
173	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
174	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
175	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
176	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
177	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
178	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
179	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
180	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
181	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
182	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
183	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
184	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
185	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
186	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
187	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
188	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
189	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
190	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
191	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
192	-0.811268	1.30793	-6.446812e+00	-4.244800e+02	-4.309268e+02
193	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
194	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
195	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
196	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
197	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
198	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
199	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
200	-0.811268	1.2965	-6.446778e+00	-3.748154e+02	-3.812622e+02
