iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
660	0.0109265	1.18486	-0.081683	1.16608	0.17699	1.42716	-0.0865041	1.1126	0.202368	1.2946	0.00256154	1.13572	-0.0051917	1.15285	-0.0781073	0.946674	-0.186474	1.06833	0.113237	1.29618	0.0300655	1.26749	5.164323e+00	1.648118e+02	1.699761e+02
680	0.031102	1.21202	-0.0533527	1.16274	0.179124	1.42624	-0.102508	1.11456	0.237255	1.28813	-0.010014	1.13591	0.00163072	1.15015	-0.0612431	0.942178	-0.184865	1.06664	0.111788	1.29499	0.0318758	1.26915	4.399863e+00	1.657129e+02	1.701128e+02
700	0.0247435	1.28792	-0.0424369	1.1659	0.191539	1.4245	-0.0644207	1.10881	0.265023	1.28121	-0.0203389	1.13616	-0.0176035	1.15264	-0.100354	0.945184	-0.167808	1.06432	0.117176	1.29404	0.0621643	1.26531	2.634710e+00	1.620095e+02	1.646442e+02
720	-0.013778	1.26759	-0.0476087	1.16497	0.179811	1.42704	-0.117527	1.1159	0.26693	1.28735	-0.0165845	1.13579	0.000756297	1.1503	-0.0743078	0.942011	-0.180384	1.06629	0.0783721	1.2958	0.0127066	1.27168	2.874637e+00	1.636677e+02	1.665423e+02
740	-0.0172834	1.28322	-0.0621604	1.16711	0.219219	1.42316	-0.0815079	1.11055	0.245195	1.29043	-0.0322759	1.13682	0.00553686	1.15238	-0.108751	0.948393	-0.20383	1.06903	0.0845609	1.29661	0.033976	1.26618	1.654791e+00	1.635431e+02	1.651978e+02
760	-0.0447685	1.29384	-0.0935219	1.17574	0.191286	1.42812	-0.137976	1.11737	0.241182	1.29485	-0.0124642	1.13635	-0.00984175	1.15382	-0.0920096	0.947215	-0.178053	1.06589	0.0729981	1.29723	-0.0262276	1.27389	1.545935e+00	1.587375e+02	1.602835e+02
780	0.0451332	1.27324	-0.0477891	1.16445	0.174985	1.43049	-0.0875084	1.10527	0.248132	1.28938	-0.00486491	1.13348	-0.0296155	1.15399	-0.0229075	0.940724	-0.208313	1.06823	0.0815057	1.30157	0.0305349	1.26593	3.005667e+00	1.620788e+02	1.650844e+02
800	0.0235865	1.19793	-0.0297381	1.16169	0.171107	1.43038	-0.108047	1.1122	0.241733	1.29009	-0.00535757	1.13368	-0.00537274	1.15116	-0.0221861	0.935214	-0.216622	1.06633	0.0687773	1.29972	-0.0122469	1.27033	4.339226e+00	1.617787e+02	1.661179e+02
820	0.0391625	1.24355	-0.0346383	1.16626	0.206454	1.42387	-0.0709945	1.10622	0.235373	1.2907	0.00272932	1.13406	-0.0155143	1.15283	-0.0318316	0.93758	-0.217546	1.0673	0.0736383	1.29973	0.00714007	1.26636	3.619430e+00	1.631468e+02	1.667662e+02
840	0.063463	1.20137	-0.0216558	1.16117	0.173861	1.43045	-0.0919341	1.10975	0.220783	1.28795	0.00747084	1.1341	-0.0089221	1.15344	-0.031215	0.937197	-0.219961	1.0689	0.0810165	1.29883	0.0206554	1.26774	3.665697e+00	1.662252e+02	1.698909e+02
860	0.0503853	1.27588	-0.0380942	1.16339	0.19945	1.42534	-0.100811	1.10787	0.250545	1.28657	0.00423912	1.13553	-0.0269242	1.15517	-0.073878	0.940607	-0.177321	1.06744	0.0794513	1.2985	0.0367505	1.26594	2.651945e+00	1.682425e+02	1.708944e+02
880	0.0145057	1.2526	-0.027206	1.16581	0.157845	1.43285	-0.119055	1.10971	0.243408	1.29057	0.000364322	1.13687	-0.0478183	1.15548	-0.0991644	0.947274	-0.180332	1.0679	0.109584	1.29299	0.0338715	1.26808	3.778961e+00	1.635078e+02	1.672868e+02
900	0.0656243	1.11838	0.00373939	1.16152	0.145587	1.4344	-0.0832542	1.1049	0.228067	1.28527	0.0348112	1.1347	-0.0295081	1.15246	-0.0454997	0.938392	-0.162537	1.06619	0.110769	1.29524	0.0531573	1.26137	4.804072e+00	1.608146e+02	1.656187e+02
920	0.0235	1.24028	-0.0261849	1.16689	0.181088	1.42693	-0.0726878	1.10392	0.224463	1.29266	0.00712086	1.1357	-0.0371215	1.15264	-0.0773364	0.943054	-0.191103	1.06913	0.0936599	1.30047	0.0613683	1.26063	4.601805e+00	1.622428e+02	1.668446e+02
940	0.0283032	1.20359	-0.038249	1.16502	0.1497	1.43493	-0.0940371	1.10682	0.194715	1.2939	0.0210895	1.13468	-0.0305704	1.1528	-0.0320246	0.935696	-0.195667	1.06834	0.0725985	1.30085	0.0152387	1.26269	5.948419e+00	1.631898e+02	1.691382e+02
960	0.0220752	1.26789	-0.0220528	1.16394	0.187881	1.42654	-0.0759776	1.10711	0.23699	1.28772	0.0141957	1.13665	-0.0292664	1.15046	-0.0659254	0.940552	-0.177589	1.06709	0.0745651	1.30034	0.047947	1.25991	4.326515e+00	1.641880e+02	1.685145e+02
980	0.0335585	1.18085	-0.0818319	1.16721	0.156264	1.43079	-0.0885905	1.10929	0.253992	1.28443	0.0305224	1.13618	-0.00444876	1.14958	-0.0760611	0.941997	-0.177345	1.06652	0.0823047	1.29642	0.0434692	1.26276	4.537056e+00	1.664009e+02	1.709379e+02
1000	0.0460979	1.12833	-0.0720189	1.1668	0.133794	1.43162	-0.10301	1.11048	0.220363	1.29158	0.0219462	1.13526	-0.0201725	1.15134	-0.0813608	0.940295	-0.208071	1.06971	0.0726573	1.29873	0.0330716	1.26229	3.666462e+00	1.637083e+02	1.673747e+02
1020	0.0150065	1.05705	-0.0431775	1.16551	0.113602	1.4385	-0.0821426	1.10551	0.200765	1.29025	0.0458404	1.13577	-0.0150014	1.1544	-0.0857981	0.942605	-0.208119	1.06864	0.106335	1.29398	0.0542696	1.25619	3.628053e+00	1.592906e+02	1.629187e+02
1040	0.0577301	1.19247	-0.054839	1.16476	0.131433	1.4337	-0.0809206	1.10399	0.22317	1.29139	0.0507621	1.13505	-0.0194586	1.15477	-0.0903769	0.941319	-0.182938	1.06964	0.0693383	1.29691	0.0667909	1.25664	4.578245e+00	1.590480e+02	1.636262e+02
1060	0.0618746	1.24792	-0.0632782	1.16324	0.160578	1.42682	-0.0746866	1.10539	0.223935	1.29193	0.0465475	1.13528	0.0125086	1.15107	-0.0877626	0.945017	-0.188452	1.07107	0.081459	1.29509	0.071707	1.25652	3.761605e+00	1.596011e+02	1.633628e+02
1080	0.0434589	1.26924	-0.0831202	1.16605	0.175171	1.42437	-0.0813601	1.10808	0.190386	1.29964	0.0353088	1.13487	0.0166961	1.14692	-0.0967381	0.948843	-0.191788	1.07181	0.075677	1.29827	0.0670355	1.26071	3.937762e+00	1.581588e+02	1.620965e+02
1100	0.0387283	1.18083	-0.105391	1.17378	0.126339	1.43616	-0.138529	1.11718	0.167196	1.30221	0.0232837	1.13418	0.0143324	1.14679	-0.0902003	0.943592	-0.185619	1.07022	0.0485717	1.29883	0.027907	1.26692	4.864446e+00	1.569480e+02	1.618124e+02
1120	0.0349258	1.17538	-0.0472517	1.16167	0.132465	1.43562	-0.128892	1.11318	0.168216	1.29811	0.0138231	1.13511	-0.0151292	1.15142	-0.093392	0.944867	-0.187272	1.07066	0.0664333	1.29733	0.0786496	1.25727	5.486162e+00	1.609561e+02	1.664423e+02
1140	0.0506523	1.17502	-0.0735964	1.16885	0.150018	1.4331	-0.14387	1.11531	0.16513	1.30003	0.0294241	1.13425	-0.00481701	1.15014	-0.0615002	0.940552	-0.192995	1.06914	0.07386	1.29877	0.0486511	1.26254	4.468847e+00	1.641529e+02	1.686217e+02
1160	0.0549735	1.15176	-0.0433972	1.16185	0.168924	1.43207	-0.125914	1.11226	0.148517	1.30089	0.017834	1.13424	-0.0126674	1.15208	-0.0511281	0.941127	-0.191717	1.07009	0.0738744	1.30186	0.0763516	1.26006	4.796571e+00	1.617103e+02	1.665069e+02
1180	0.0177459	1.11097	-0.0719097	1.16733	0.190966	1.4259	-0.150691	1.11652	0.18813	1.29589	-0.0135765	1.13605	0.0117257	1.14856	-0.0764469	0.940822	-0.185673	1.06738	0.0607282	1.29985	0.0482744	1.26243	3.972567e+00	1.640294e+02	1.680019e+02
1200	0.0408286	1.14848	-0.04028	1.16088	0.198778	1.42493	-0.129721	1.11537	0.22296	1.28944	-0.00830966	1.13524	0.0214623	1.14791	-0.0618878	0.939741	-0.174951	1.06622	0.0889775	1.29766	0.0551058	1.2629	4.195312e+00	1.667521e+02	1.709474e+02
