iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
91	-10.1497	2.90876	-8.77535	1.1687	-12.9156	3.32614	-6.43865	2.0746	-5.75528	2.28128	-2.69136	1.50876	-11.9672	2.8731	-13.1201	2.8398	-13.7764	3.16537	-7.07161	2.37542	-13.8817	3.2883	-7.417139e+03	-7.981453e+05	-8.055625e+05
92	-9.47111	2.90876	-8.73497	1.1687	-12.9059	3.32614	-6.43865	2.0746	-5.18553	2.28128	-2.30625	1.50876	-11.9672	2.8731	-12.8507	2.8398	-13.2371	2.80065	-6.75131	2.37542	-13.8817	3.21765	-7.565406e+03	-7.775622e+05	-7.851276e+05
93	-9.47111	2.90876	-8.34512	1.1687	-12.9059	3.32614	-6.43865	2.0746	-5.18553	1.88193	-2.30625	1.50876	-11.8472	2.8731	-12.7313	2.8398	-13.1055	2.99787	-6.46245	2.37542	-13.8817	3.21765	-7.575065e+03	-7.538547e+05	-7.614297e+05
94	-9.47111	2.90876	-8.33654	1.1687	-12.7768	3.32614	-6.43865	2.0746	-4.83106	1.88193	-2.22986	1.50847	-11.7878	2.8731	-12.7313	2.8398	-13.1055	2.99787	-6.46245	2.37542	-13.8817	3.21765	-7.731817e+03	-7.470043e+05	-7.547361e+05
95	-9.47111	2.90876	-8.19002	1.1687	-12.7768	3.32614	-5.4676	2.0746	-4.83106	1.88193	-2.22986	1.50847	-11.6952	2.8731	-12.5394	2.8398	-13.1055	2.99787	-6.46245	2.37542	-13.8817	3.21765	-8.009386e+03	-7.334405e+05	-7.414499e+05
96	-9.39139	2.90876	-7.77897	1.1687	-12.7768	3.32614	-5.4676	2.02193	-2.52984	1.88193	-2.22986	1.50847	-11.6211	2.85618	-12.5394	2.8398	-12.1116	2.99787	-6.09551	2.37542	-13.8208	3.21765	-9.108117e+03	-6.922237e+05	-7.013318e+05
97	-9.39139	2.90876	-7.54909	1.1687	-12.7768	3.32614	-5.4676	1.94583	-2.52984	1.6599	-1.88378	1.50847	-11.6211	2.82443	-12.5394	2.8398	-11.2188	2.99787	-5.81398	2.34609	-13.8208	3.26926	-9.304360e+03	-6.708641e+05	-6.801684e+05
98	-9.39139	2.68286	-7.15284	1.1687	-12.7768	3.32614	-4.40058	1.79046	-1.11584	1.6599	-1.88378	1.50847	-11.6211	2.82443	-12.5386	2.8398	-11.2188	2.66141	-5.81398	2.34609	-13.8208	3.26926	-1.090969e+04	-6.407452e+05	-6.516549e+05
99	-9.39139	2.64954	-6.61152	1.1687	-12.7768	3.32614	-4.30514	1.66948	-1.11584	1.6599	-1.88378	1.40934	-11.0466	2.75215	-12.5386	2.8398	-8.96902	2.53095	-5.7011	2.34609	-13.8208	3.24913	-1.086759e+04	-5.897986e+05	-6.006662e+05
100	-9.36586	2.64954	-6.60963	1.1687	-12.7768	3.32614	-4.30514	1.66948	-1.32859	1.6599	-1.88378	1.40934	-11.0466	2.75215	-12.4042	2.70892	-8.96902	2.5167	-5.33611	1.93373	-13.8208	3.24913	-1.076009e+04	-5.808641e+05	-5.916242e+05
101	-9.36586	2.64954	-6.49054	1.1687	-12.7768	3.32614	-3.19828	1.5275	-1.67831	1.6599	-1.775	1.40934	-10.688	2.73811	-12.2814	2.70892	-8.03903	2.5167	-4.03966	1.93373	-13.729	3.24913	-1.178152e+04	-5.503156e+05	-5.620971e+05
102	-9.36586	1.81306	-6.49054	1.1687	-12.2787	3.32614	-3.19828	1.5275	-1.67831	1.6599	-1.775	1.40934	-10.6362	2.73811	-12.0907	2.70892	-7.72369	2.08843	-3.02452	1.93373	-13.6405	3.24913	-1.215747e+04	-5.253296e+05	-5.374871e+05
103	-9.36586	1.81306	-6.49054	1.1687	-11.3536	3.32614	-3.19828	1.5275	-1.828	1.6599	-1.775	1.40934	-9.91026	2.44748	-12.0907	2.70892	-7.58256	2.08843	-3.02452	1.92578	-13.5866	3.24913	-1.174656e+04	-5.039917e+05	-5.157383e+05
104	-9.15631	1.81306	-6.43989	1.1687	-11.3536	3.32614	-2.04886	1.28967	-1.828	1.6599	-1.53263	1.34132	-9.66195	2.44748	-12.0907	2.70892	-6.29541	2.08843	-3.02452	1.82353	-13.5866	3.24913	-1.250945e+04	-4.840590e+05	-4.965684e+05
105	-9.15631	1.81306	-5.62514	1.1687	-10.3893	3.24403	-1.248	1.2785	-1.828	1.6599	-1.53263	1.35587	-9.66195	2.45304	-12.0907	2.70892	-5.46363	1.75265	-3.02452	1.82353	-13.5866	3.24913	-1.346856e+04	-4.419682e+05	-4.554367e+05
106	-8.96479	1.81306	-5.35415	1.1687	-10.3893	3.24403	-1.248	1.2785	-1.828	1.6599	-1.53263	1.35587	-9.52274	2.45304	-11.5543	2.64491	-4.85581	1.75265	-3.02452	1.72986	-13.5866	3.24913	-1.312975e+04	-4.211601e+05	-4.342899e+05
107	-8.96479	1.81306	-5.29848	1.1687	-10.2854	3.18834	-1.248	1.2785	-1.828	1.60888	-1.53263	1.35587	-9.27283	2.45304	-11.0818	2.64491	-4.85581	1.75265	-3.02452	1.72986	-13.505	3.21297	-1.297335e+04	-4.059551e+05	-4.189284e+05
108	-8.96479	1.81306	-5.29848	1.1687	-10.2854	3.18834	-1.248	1.2785	-1.69854	1.60888	-1.46314	1.35587	-9.27283	2.45304	-11.0818	2.64491	-4.6443	1.75265	-3.02452	1.72986	-13.4927	3.21297	-1.320204e+04	-4.043432e+05	-4.175452e+05
109	-8.86464	1.86072	-5.29848	1.1687	-10.2854	2.99477	-1.248	1.2785	-1.69854	1.60888	-1.46314	1.35587	-9.25202	2.45304	-10.9989	2.64491	-4.6443	1.75265	-1.65116	1.72986	-13.4927	3.21297	-1.379439e+04	-3.966140e+05	-4.104084e+05
110	-8.73309	1.86072	-5.12758	1.1687	-10.12	2.99477	-1.248	1.2785	-1.69854	1.59497	-1.46314	1.35587	-9.25202	2.45304	-10.9035	2.64491	-4.6443	1.75265	-1.65116	1.72986	-13.4451	3.21297	-1.341885e+04	-3.890233e+05	-4.024422e+05
111	-8.73309	1.86072	-5.12758	1.1687	-10.12	2.8251	-1.248	1.2785	-1.25753	1.59497	-1.46314	1.35587	-9.14986	2.45304	-10.6956	2.64491	-4.6443	1.75265	-1.65116	1.64017	-13.4208	3.16649	-1.367401e+04	-3.828594e+05	-3.965334e+05
112	-8.20929	1.86072	-5.12758	1.1687	-10.12	2.8251	-1.248	1.2785	-1.25753	1.59497	-1.46314	1.35587	-8.71884	2.45304	-10.4714	2.64491	-2.88681	1.75265	-1.65116	1.64017	-13.3784	3.16649	-1.299006e+04	-3.743822e+05	-3.873723e+05
113	-8.15339	1.86072	-4.24818	1.1687	-9.73748	2.8251	-1.248	1.2785	-1.25753	1.41743	-1.46314	1.35587	-8.71884	2.44109	-10.4714	2.64491	-2.88681	1.75265	-1.65116	1.64017	-13.3784	3.16649	-1.308581e+04	-3.510228e+05	-3.641086e+05
114	-8.11612	1.86072	-3.68202	1.1687	-8.6494	2.6922	-1.248	1.2785	-0.0392439	1.41743	-1.46314	1.35587	-8.29681	2.23443	-10.4714	2.56486	-2.88681	1.75265	-1.65116	1.62686	-13.3784	3.16649	-1.399203e+04	-3.209797e+05	-3.349717e+05
115	-8.11612	1.86072	-3.23139	1.1687	-8.61384	2.6922	-1.248	1.2785	-0.439154	1.39427	-1.21592	1.34965	-8.29681	2.23443	-10.0127	2.56486	-3.36288	1.75265	-1.65116	1.62686	-13.3715	3.18496	-1.371485e+04	-3.078791e+05	-3.215940e+05
116	-8.11612	1.86072	-3.23139	1.1687	-8.61384	2.6922	-1.248	1.2785	-0.439154	1.39427	-1.21592	1.34965	-8.29681	2.23443	-9.99227	2.56486	-3.36288	1.32235	-1.73026	1.62686	-13.2554	3.18496	-1.360330e+04	-3.047534e+05	-3.183567e+05
117	-8.11612	1.86072	-3.23139	1.1687	-8.61384	2.6922	-1.248	1.2785	-0.439154	1.39427	-1.21592	1.34965	-8.29681	2.36154	-9.99227	2.56486	-2.29007	1.32235	-1.73026	1.62686	-13.2554	3.18496	-1.417217e+04	-2.975512e+05	-3.117234e+05
118	-8.11612	1.86072	-3.23139	1.1687	-7.45745	2.48182	-1.248	1.2785	-0.439154	1.39427	-1.21592	1.30652	-8.29681	2.33792	-9.63681	2.56302	-1.01615	1.07338	-1.73026	1.58845	-13.2554	3.18496	-1.494524e+04	-2.810824e+05	-2.960276e+05
119	-8.10324	1.7106	-2.87413	1.1687	-7.11835	2.48182	-1.248	1.2785	-0.439154	1.39427	-1.21592	1.30652	-8.29681	2.33792	-9.40401	2.46043	-1.01615	1.07338	-1.73026	1.58845	-13.2554	3.18496	-1.507698e+04	-2.679921e+05	-2.830691e+05
120	-8.10324	1.7106	-2.6192	1.1687	-6.5322	2.42314	-1.248	1.2785	-0.439154	1.39427	-1.03785	1.30652	-7.88367	2.31044	-9.40401	2.46043	-0.231858	1.07338	-1.73026	1.58845	-13.1857	3.18496	-1.596265e+04	-2.530531e+05	-2.690158e+05
121	-8.08866	1.7106	-2.6192	1.1687	-5.60196	2.15198	-1.02654	1.2785	-0.439154	1.39427	-1.03785	1.30652	-7.88367	2.26937	-9.40401	2.28116	-0.540683	1.07338	-1.73026	1.58845	-13.1857	3.18496	-1.600586e+04	-2.438211e+05	-2.598269e+05
122	-8.08866	1.7106	-1.76378	1.1687	-5.60196	2.15198	-1.02654	1.2785	-0.439154	1.39427	-1.03785	1.30652	-7.77063	2.26937	-8.94552	2.15215	-0.540683	1.10182	-1.47029	1.48984	-13.1531	3.18496	-1.661392e+04	-2.285181e+05	-2.451320e+05
123	-8.08866	1.7106	-1.76378	1.1687	-5.60196	2.15198	-1.02654	1.2785	-0.439154	1.39427	-1.03785	1.30652	-7.22761	2.15931	-8.94552	2.15215	-0.540683	1.10182	-1.47029	1.48984	-13.1531	3.18496	-1.664454e+04	-2.234496e+05	-2.400941e+05
124	-8.08866	1.7106	-1.76378	1.1687	-5.39649	2.15198	-1.02654	1.2785	-0.439154	1.39427	-1.03785	1.30652	-6.73399	2.15931	-8.94552	2.15215	-0.540683	1.10182	-1.47029	1.48984	-13.0859	3.14946	-1.671734e+04	-2.161614e+05	-2.328788e+05
125	-7.77966	1.7106	-1.76378	1.1687	-5.39649	2.25932	-1.02654	1.25354	-0.439154	1.39427	-1.03785	1.2904	-6.73399	2.15931	-8.94552	2.15215	-0.540683	1.10182	-1.47029	1.48984	-13.0635	3.14946	-1.550525e+04	-2.153284e+05	-2.308337e+05
126	-7.27156	1.7106	-1.44181	1.1687	-5.39649	2.25932	-1.02654	1.25354	-0.439154	1.39427	-1.03785	1.2904	-6.73399	2.15931	-8.94552	2.15215	-0.540683	1.10182	-1.47029	1.48984	-13.0635	3.14946	-1.391759e+04	-2.131584e+05	-2.270760e+05
127	-6.50479	1.7106	-1.36706	1.1687	-4.63918	2.25932	-1.02654	1.25354	-0.439154	1.39427	-1.03785	1.2904	-6.37578	2.05347	-8.68337	2.15215	-0.540683	1.10182	-1.47029	1.48984	-12.989	3.14946	-1.174907e+04	-2.018150e+05	-2.135641e+05
128	-6.50479	1.7106	-1.36706	1.1687	-4.43846	2.08728	-1.02654	1.25354	-0.439154	1.39427	-1.03785	1.2904	-6.37578	2.05541	-8.68337	2.15215	-0.540683	1.10182	-1.47029	1.49507	-12.9444	3.14946	-1.175767e+04	-1.983653e+05	-2.101230e+05
129	-6.20893	1.7106	-0.983537	1.1687	-4.43846	2.08728	-1.02654	1.25354	-0.439154	1.39427	-1.03785	1.2904	-6.37578	2.05541	-8.68337	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.9017	3.14946	-1.151020e+04	-1.948702e+05	-2.063804e+05
130	-5.47204	1.7106	-0.941755	1.1687	-4.30488	2.08728	-1.02654	1.23409	-0.439154	1.39427	-1.03785	1.2904	-6.37578	2.05541	-8.67639	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.8283	3.11756	-9.926411e+03	-1.926031e+05	-2.025295e+05
131	-4.59076	1.62734	-0.679502	1.1687	-4.06418	2.08728	-1.02654	1.23409	-0.439154	1.39427	-1.03785	1.2904	-5.99023	1.98689	-8.36057	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.8283	3.11756	-8.674956e+03	-1.843117e+05	-1.929866e+05
132	-4.59076	1.62734	-0.352163	1.1687	-3.70838	1.99865	-1.02654	1.23409	-0.439154	1.39427	-1.03785	1.2904	-5.04182	1.98689	-8.36057	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.7993	3.08043	-8.719539e+03	-1.756229e+05	-1.843424e+05
133	-3.77283	1.62734	-0.352163	1.1687	-3.69152	1.99865	-1.02654	1.23409	-0.439154	1.39427	-1.03785	1.2904	-4.29549	1.86726	-8.36057	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.6621	3.08043	-7.898995e+03	-1.687329e+05	-1.766319e+05
134	-3.67995	1.62734	-0.352163	1.1687	-3.13557	1.99865	-1.02654	1.23409	-0.439154	1.39427	-1.03785	1.2904	-4.29549	1.73658	-8.36057	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.6621	3.08043	-7.875634e+03	-1.661595e+05	-1.740351e+05
135	-3.4253	1.62734	-0.352163	1.1687	-3.02199	1.97255	-0.707212	1.23409	-0.439154	1.39427	-1.03785	1.2904	-4.13204	1.73658	-8.10893	2.15215	-0.540683	1.10182	-0.80969	1.46389	-12.6621	3.08043	-7.754115e+03	-1.620822e+05	-1.698363e+05
136	-3.4253	1.62734	-0.238089	1.1687	-2.54293	1.97255	-0.707212	1.23409	-0.439154	1.39427	-0.62552	1.2904	-4.13204	1.73658	-8.10893	2.06531	-0.540683	1.10182	-0.80969	1.40302	-12.5844	3.08043	-7.855358e+03	-1.597797e+05	-1.676351e+05
137	-3.4253	1.62734	-0.238089	1.1687	-2.54293	1.97255	-0.735585	1.23409	-0.439154	1.39427	-0.62552	1.2904	-3.63513	1.73658	-8.09936	2.06531	-0.540683	1.10182	-0.80969	1.40302	-12.517	3.08043	-7.758928e+03	-1.565490e+05	-1.643079e+05
138	-3.4253	1.62734	-0.238089	1.1687	-2.55607	1.97255	-0.735585	1.23409	-0.439154	1.39427	-1.00479	1.2904	-3.07641	1.73658	-8.09936	2.06531	-0.540683	1.10182	-0.80969	1.40302	-12.4919	3.08043	-7.639877e+03	-1.551987e+05	-1.628385e+05
139	-3.37179	1.62734	-0.238089	1.1687	-2.55607	1.93899	-0.735585	1.23409	-0.439154	1.39427	-0.781723	1.2904	-3.07641	1.73658	-7.60803	2.06531	-0.540683	1.10182	-0.80969	1.40302	-12.4213	3.08043	-7.389148e+03	-1.486282e+05	-1.560173e+05
140	-3.19241	1.62734	-0.238089	1.1687	-2.55607	1.73067	-0.735585	1.21708	-0.439154	1.39427	-0.781723	1.2904	-3.07641	1.73658	-7.58892	2.06531	-0.540683	1.10182	-0.80969	1.40302	-12.4213	3.02567	-7.313023e+03	-1.478730e+05	-1.551860e+05
141	-2.83335	1.62734	-0.238089	1.1687	-2.55607	1.90829	-0.735585	1.21708	-0.439154	1.39427	-0.781723	1.2904	-3.05516	1.73658	-7.58892	2.06531	-0.540683	1.10182	-0.464955	1.40302	-12.3717	3.02567	-7.307870e+03	-1.467308e+05	-1.540387e+05
142	-2.83335	1.62734	-0.108612	1.1687	-2.55607	1.8493	-0.735585	1.21708	-0.439154	1.39427	-0.781723	1.2904	-3.05516	1.73658	-7.58892	2.06531	-0.540683	1.10182	-0.464955	1.40302	-12.3272	3.02567	-7.299607e+03	-1.454442e+05	-1.527438e+05
143	-2.83335	1.62734	-0.108612	1.1687	-2.55607	1.8493	-0.735585	1.21708	-0.439154	1.39427	-0.781723	1.2533	-3.05516	1.73658	-7.33475	2.06531	-0.52848	1.10182	-0.464955	1.40302	-12.2686	3.02567	-7.129662e+03	-1.423975e+05	-1.495272e+05
144	-2.83335	1.62734	-0.108612	1.1687	-2.55607	1.8493	-0.735585	1.21708	-0.439154	1.39427	-0.781723	1.2533	-3.05516	1.73658	-7.04939	2.06531	-0.52848	1.10182	-0.464955	1.40302	-12.2156	3.02567	-6.955392e+03	-1.396962e+05	-1.466516e+05
145	-2.83335	1.62734	-0.108612	1.1687	-1.67845	1.8493	-0.735585	1.21636	-0.439154	1.39427	-0.781723	1.24734	-2.98002	1.73658	-7.04939	2.06531	-0.52848	1.10182	-0.464955	1.40302	-12.2095	3.02567	-7.011204e+03	-1.387939e+05	-1.458051e+05
146	-2.83335	1.74611	-0.108612	1.1687	-1.67845	1.83119	-0.735585	1.21636	-0.439154	1.39427	-0.781723	1.24734	-2.98002	1.73403	-7.04939	2.06531	-0.52848	1.10182	-0.464955	1.40302	-12.2095	3.02567	-7.013119e+03	-1.383277e+05	-1.453409e+05
147	-2.8139	1.74611	-0.108612	1.1687	-1.67845	1.83119	-0.633475	1.21636	-0.439154	1.39427	-0.781723	1.24734	-2.98002	1.50969	-6.75796	2.06531	-0.52848	1.10182	-0.464955	1.40302	-12.2016	3.00527	-6.905847e+03	-1.350745e+05	-1.419803e+05
148	-2.8139	1.74611	-0.108612	1.1687	-1.67845	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.781723	1.24734	-1.8272	1.50969	-6.64987	2.06531	-0.52848	1.10182	-0.464955	1.37608	-12.0934	3.00527	-6.810376e+03	-1.286629e+05	-1.354732e+05
149	-2.8139	1.74611	-0.108612	1.1687	-1.39176	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.781723	1.24734	-1.8272	1.38644	-6.27868	1.87305	-0.52848	1.10182	-0.464955	1.37608	-12.0372	3.00527	-6.659454e+03	-1.208518e+05	-1.275113e+05
150	-2.8139	1.74611	-0.108612	1.1687	-0.993283	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.781723	1.2463	-1.54338	1.38644	-6.27868	1.87305	-0.52848	1.10182	-0.26109	1.37608	-11.9704	3.00527	-6.744602e+03	-1.185507e+05	-1.252953e+05
151	-2.8139	1.74611	-0.108612	1.1687	-0.993283	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.421814	1.2463	-1.54338	1.38644	-6.27868	1.87305	-0.52848	1.10182	-0.26109	1.37608	-11.9704	3.00527	-6.824218e+03	-1.184612e+05	-1.252854e+05
152	-2.79041	1.74611	-0.143126	1.1687	-0.993283	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.421814	1.2463	-1.54338	1.38644	-6.27868	1.87305	-0.52848	1.10182	-0.26109	1.37608	-11.9626	3.00527	-6.796490e+03	-1.183564e+05	-1.251528e+05
153	-2.78396	1.74611	-0.143126	1.1687	-0.993283	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.421814	1.2463	-1.54338	1.38644	-6.27868	1.87305	-0.52848	1.10182	-0.277111	1.35476	-11.9626	3.00527	-6.789653e+03	-1.182997e+05	-1.250894e+05
154	-2.78396	1.74611	-0.143126	1.1687	-0.993283	1.63263	-0.633475	1.21636	-0.439154	1.39427	-0.421814	1.2463	-1.54338	1.38644	-5.91386	1.87305	-0.52848	1.10182	-0.277111	1.35476	-11.9626	3.00527	-6.668812e+03	-1.160976e+05	-1.227664e+05
155	-2.78396	1.74611	-0.143126	1.1687	-0.98617	1.63263	-0.633475	1.21636	-0.298704	1.39427	-0.421814	1.2463	-1.54338	1.38644	-5.76521	1.87305	-0.52848	1.10182	-0.277111	1.35476	-11.9293	2.98444	-6.627447e+03	-1.147695e+05	-1.213969e+05
156	-2.60477	1.74611	-0.143126	1.1687	-0.98617	1.63263	-0.633475	1.21636	-0.298704	1.37857	-0.421814	1.23767	-1.54338	1.38644	-5.63762	1.87305	-0.52848	1.10182	-0.277111	1.35476	-11.9293	2.98444	-6.509033e+03	-1.141064e+05	-1.206154e+05
157	-2.60477	1.74611	-0.143126	1.1687	-0.98617	1.63263	-0.633475	1.21636	-0.298704	1.37857	-0.421814	1.23767	-1.54338	1.38644	-5.63762	1.87305	-0.52848	1.10182	-0.277111	1.35476	-11.9171	2.98444	-6.497644e+03	-1.139257e+05	-1.204234e+05
158	-2.60477	1.74611	-0.143126	1.1687	-0.759836	1.63263	-0.633475	1.21636	-0.298704	1.37857	-0.421814	1.17269	-1.31173	1.31696	-5.63762	1.63225	-0.52848	1.10182	-0.277111	1.35476	-11.9171	2.98444	-6.565635e+03	-1.128444e+05	-1.194100e+05
159	-2.60477	1.74611	-0.143126	1.1687	-0.759836	1.61311	-0.633475	1.21636	-0.298704	1.37857	-0.157865	1.17269	-1.31173	1.31696	-5.61794	1.63225	-0.50109	1.10182	-0.277111	1.35476	-11.8807	2.9647	-6.592185e+03	-1.117782e+05	-1.183704e+05
160	-2.60477	1.74611	-0.143126	1.1687	-0.759836	1.59668	-0.633475	1.20976	-0.298704	1.37857	-0.157865	1.17269	-0.564325	1.31696	-5.61794	1.63225	-0.50109	1.10182	-0.277111	1.35476	-11.8807	2.9647	-6.716904e+03	-1.112925e+05	-1.180094e+05
161	-2.60477	1.74611	-0.143126	1.1687	-0.759836	1.59668	-0.633475	1.20976	-0.298704	1.37857	-0.157865	1.17269	-0.564325	1.25009	-5.39262	1.63225	-0.50109	1.10182	-0.277111	1.35476	-11.8807	2.9647	-6.652323e+03	-1.087966e+05	-1.154489e+05
162	-2.13553	1.50317	-0.143126	1.1687	-0.736197	1.59668	-0.633475	1.20976	-0.298704	1.37857	-0.157865	1.17269	-0.564325	1.23051	-5.39262	1.63225	-0.50109	1.10182	-0.277111	1.35476	-11.8233	2.9647	-6.446184e+03	-1.079065e+05	-1.143527e+05
163	-2.13553	1.46998	-0.143126	1.1687	-0.736197	1.59668	-0.633475	1.20548	-0.298704	1.37857	-0.157865	1.17269	-0.564325	1.23051	-5.39262	1.70393	-0.50109	1.10286	-0.277111	1.35476	-11.7942	2.95627	-6.418057e+03	-1.070733e+05	-1.134913e+05
164	-2.13553	1.46998	-0.143126	1.1687	-0.736197	1.59251	-0.633475	1.20548	-0.298704	1.37857	-0.258769	1.17269	-0.564325	1.23051	-5.11102	1.70393	-0.50109	1.10286	-0.277111	1.35476	-11.7942	2.95627	-6.310842e+03	-1.053641e+05	-1.116749e+05
165	-2.13553	1.46998	-0.143126	1.1687	-0.736197	1.59251	-0.633475	1.1721	-0.298704	1.37857	-0.258769	1.17269	-0.564325	1.23051	-4.36161	1.61671	-0.50109	1.10286	-0.277111	1.35476	-11.7472	2.95308	-6.070329e+03	-1.004194e+05	-1.064898e+05
166	-2.13553	1.46998	-0.143126	1.1687	-0.736197	1.55564	-0.633475	1.1721	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-4.36161	1.61671	-0.50109	1.10286	-0.277111	1.35476	-11.7472	2.95308	-6.070242e+03	-1.003379e+05	-1.064082e+05
167	-2.13553	1.46998	-0.143126	1.1687	-0.736197	1.55564	-0.325231	1.1721	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-4.36161	1.61671	-0.50109	1.10286	-0.277111	1.35476	-11.7472	2.95308	-6.121293e+03	-1.002423e+05	-1.063636e+05
168	-2.13553	1.46998	-0.143126	1.1687	-0.736197	1.55564	-0.325231	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-2.81389	1.61671	-0.50109	1.10286	-0.277111	1.35476	-11.7472	2.94857	-5.896504e+03	-9.919454e+04	-1.050910e+05
169	-1.83891	1.46998	-0.143126	1.1687	-0.736197	1.55564	-0.325231	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-2.87168	1.61671	-0.50109	1.10286	-0.277111	1.34786	-11.7472	2.94857	-5.836867e+03	-9.903941e+04	-1.048763e+05
170	-1.83891	1.46998	-0.143126	1.1687	-0.736197	1.55564	-0.325231	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-3.34466	1.61671	-0.438775	1.10286	-0.277111	1.34786	-11.4852	2.94857	-5.649328e+03	-9.459002e+04	-1.002393e+05
171	-1.83891	1.46998	-0.143126	1.1687	-0.534875	1.55564	-0.325231	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-3.34466	1.61671	-0.438775	1.10286	-0.147441	1.32301	-11.4852	2.94857	-5.694730e+03	-9.437514e+04	-1.000699e+05
172	-1.83891	1.46998	-0.143126	1.1687	-0.534875	1.55564	-0.393173	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-3.34415	1.51126	-0.438775	1.10286	-0.147441	1.32301	-11.3482	2.94857	-5.553167e+03	-9.006082e+04	-9.561399e+04
173	-1.83891	1.486	-0.143126	1.1687	-0.534875	1.55564	-0.393173	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-3.34415	1.51126	-0.438775	1.10286	-0.147441	1.32301	-11.3482	2.94857	-5.553262e+03	-9.006082e+04	-9.561409e+04
174	-1.83891	1.486	-0.143126	1.1687	-0.534875	1.55564	-0.393173	1.15372	-0.298704	1.37562	-0.258769	1.17269	-0.564312	1.23051	-3.27603	1.41352	-0.438775	1.10286	-0.147441	1.32301	-11.2182	2.9428	-5.420257e+03	-8.728394e+04	-9.270420e+04
175	-1.76143	1.486	-0.143126	1.1687	-0.468934	1.55564	-0.393173	1.15372	-0.298704	1.37562	-0.258769	1.1728	-0.564312	1.23051	-3.27603	1.41352	-0.438775	1.10286	-0.147441	1.32301	-11.1466	2.91273	-5.354358e+03	-8.607206e+04	-9.142642e+04
176	-1.76143	1.486	-0.143126	1.1687	-0.468934	1.55564	-0.393173	1.15372	-0.298704	1.37562	-0.258769	1.1728	-0.564312	1.23051	-3.14934	1.41352	-0.438775	1.10286	-0.147441	1.32301	-11.1466	2.91273	-5.335972e+03	-8.563395e+04	-9.096993e+04
177	-1.76143	1.486	-0.143126	1.1687	-0.468934	1.53723	-0.393173	1.15372	-0.298704	1.37562	-0.258769	1.1728	-0.564312	1.23051	-3.14934	1.41352	-0.438775	1.10286	-0.147441	1.32301	-11.1466	2.91273	-5.335944e+03	-8.556622e+04	-9.090216e+04
178	-1.76143	1.486	-0.143126	1.1687	-0.468934	1.53723	-0.393173	1.15081	-0.298704	1.37562	-0.258769	1.1728	-0.564312	1.23051	-2.08381	1.39975	-0.438775	1.10286	-0.147441	1.32301	-11.0745	2.91273	-5.177502e+03	-8.338054e+04	-8.855805e+04
179	-1.67518	1.486	-0.143126	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.1728	-0.564312	1.23051	-2.08381	1.33091	-0.438775	1.10286	-0.147441	1.32301	-10.9943	2.90825	-5.091184e+03	-8.089907e+04	-8.599025e+04
180	-1.69429	1.486	-0.143126	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.1728	-0.564312	1.23051	-2.00096	1.33091	-0.438775	1.10286	-0.147441	1.32301	-10.9943	2.90825	-5.090318e+03	-8.088862e+04	-8.597894e+04
181	-1.69429	1.486	-0.143126	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.564312	1.23051	-2.00096	1.33091	-0.438775	1.10286	-0.147441	1.32301	-10.815	2.85198	-4.923137e+03	-7.817251e+04	-8.309565e+04
182	-1.69429	1.486	-0.143126	1.1687	-0.468934	1.53723	-0.393173	1.15162	-0.298704	1.37562	-0.258769	1.17606	-0.564312	1.23051	-2.00096	1.33091	-0.438775	1.10286	-0.147441	1.33025	-10.815	2.85198	-4.923108e+03	-7.816837e+04	-8.309147e+04
