iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
60	-13.9368	3.15902	-12.0802	1.1687	-15.3287	3.64475	-11.8811	3.03023	-9.34321	2.64001	-8.51231	2.39974	-14.231	3.17061	-14.7192	3.10758	-19.7185	5.06908	-13.8999	3.95597	-14.1906	3.29669	-4.820264e+03	-1.563232e+06	-1.568052e+06
61	-13.7914	3.15902	-11.779	1.1687	-15.3287	3.64475	-11.8811	3.02065	-9.34321	2.66751	-8.22224	2.39974	-14.231	3.17448	-14.4997	3.10758	-19.9194	5.01291	-13.8999	3.88124	-14.1906	3.29669	-5.063483e+03	-1.523446e+06	-1.528510e+06
62	-13.7914	3.15902	-11.6302	1.1687	-15.3287	3.64475	-11.1487	3.02065	-9.14695	2.66751	-8.22224	2.39974	-14.2153	3.17448	-14.4997	3.10758	-19.9194	5.01291	-13.8999	3.47844	-14.1906	3.29669	-5.344577e+03	-1.483437e+06	-1.488782e+06
63	-13.7914	3.15902	-11.6302	1.1687	-15.3287	3.64475	-11.1487	2.53537	-8.5316	2.66751	-8.22224	2.39974	-14.2153	3.17448	-14.4084	3.10758	-19.9194	4.55229	-13.799	3.37994	-14.1867	3.29669	-5.627774e+03	-1.402178e+06	-1.407806e+06
64	-12.5307	3.15902	-11.6302	1.1687	-15.0596	3.64475	-10.8564	2.53537	-7.89125	2.66751	-7.66222	2.39974	-14.2153	3.17448	-14.4084	3.10758	-19.9194	4.55229	-13.3749	3.37994	-14.1867	3.29669	-6.061618e+03	-1.377749e+06	-1.383811e+06
65	-12.5307	3.15902	-11.6302	1.1687	-14.9552	3.64475	-10.8564	2.7176	-7.89125	2.66751	-6.85533	2.39974	-14.1977	3.17448	-14.4084	3.10758	-19.9194	4.55229	-13.1518	3.37994	-14.1867	3.29669	-6.439403e+03	-1.368719e+06	-1.375158e+06
66	-12.5307	3.15902	-11.6302	1.1687	-14.4942	3.64475	-10.718	2.6174	-7.53812	2.66751	-6.85533	1.99502	-13.9936	3.17448	-14.3331	3.10758	-19.091	4.55229	-13.1518	3.37994	-14.1867	3.29669	-5.919858e+03	-1.340299e+06	-1.346219e+06
67	-12.5307	3.15902	-11.5153	1.1687	-14.4942	3.64475	-10.718	2.6174	-7.53812	2.66751	-6.85533	1.99502	-13.9936	3.17448	-14.3331	3.10758	-18.893	4.49068	-13.0982	3.37994	-14.1867	3.29669	-5.797635e+03	-1.325206e+06	-1.331004e+06
68	-12.5307	3.15902	-11.4434	1.1687	-14.3155	3.64475	-10.718	2.6174	-6.93254	2.66751	-6.85533	1.99502	-13.7287	3.05892	-14.3331	3.10758	-18.8349	4.49068	-12.9158	3.37994	-14.1821	3.29669	-6.011029e+03	-1.310239e+06	-1.316250e+06
69	-12.5307	3.15902	-11.319	1.1687	-14.1897	3.57551	-10.718	2.6174	-6.93254	2.66751	-6.39214	1.99622	-13.5643	3.05892	-14.3331	3.10758	-18.8349	4.27222	-12.8396	3.37994	-14.1821	3.29669	-6.248786e+03	-1.270354e+06	-1.276603e+06
70	-12.5307	3.15902	-11.1822	1.1687	-14.1897	3.57551	-10.718	2.6174	-6.65155	2.66751	-5.73846	1.99622	-13.3575	3.05892	-14.2854	3.10758	-18.8349	3.78221	-12.8396	3.05152	-14.182	3.29669	-6.811338e+03	-1.228100e+06	-1.234912e+06
71	-12.5307	3.15902	-10.7386	1.1687	-14.1897	3.57551	-10.718	2.6174	-6.65155	2.66751	-5.73846	1.99622	-13.3575	3.05892	-14.0436	3.10758	-18.8349	3.78221	-12.288	3.05152	-14.1786	3.29669	-6.839099e+03	-1.193884e+06	-1.200723e+06
72	-12.5307	3.15902	-10.7083	1.1687	-13.8433	3.57551	-10.2535	2.6174	-6.68812	2.46864	-5.73846	1.99622	-13.3575	3.05892	-14.0287	3.10758	-18.8349	3.76633	-11.4805	3.05152	-14.1786	3.29669	-6.919330e+03	-1.160744e+06	-1.167663e+06
73	-12.0597	3.15902	-10.2229	1.1687	-13.8433	3.57551	-10.2535	2.6174	-6.68812	2.46864	-5.73846	1.99622	-13.0708	3.05892	-14.0287	3.10758	-17.9247	3.76633	-10.9857	3.05152	-14.1733	3.29669	-6.247190e+03	-1.109440e+06	-1.115687e+06
74	-12.0597	3.15902	-10.0376	1.1687	-13.8433	3.57551	-10.2535	2.6174	-6.60452	2.46864	-5.34382	1.99622	-12.999	3.05892	-13.8908	3.10758	-17.9247	3.76633	-10.6147	3.05152	-14.1733	3.29669	-6.598951e+03	-1.092291e+06	-1.098890e+06
75	-12.0597	3.15902	-10.0376	1.1687	-13.8433	3.57551	-10.2535	2.6174	-6.2074	2.46864	-5.24576	1.8022	-12.999	3.05892	-13.8908	2.74501	-17.1495	3.76633	-10.5842	3.05152	-14.1659	3.29669	-6.476313e+03	-1.076062e+06	-1.082538e+06
76	-12.0597	3.15902	-9.75847	1.1687	-13.8433	3.5101	-10.0076	2.59316	-6.2074	2.46864	-5.24576	1.8022	-12.999	3.03975	-13.8681	2.74501	-17.1495	3.76633	-10.5842	2.8536	-14.108	3.29669	-6.568714e+03	-1.054266e+06	-1.060834e+06
77	-12.0597	3.15902	-9.49399	1.1687	-13.8433	3.5101	-9.39632	2.47097	-6.2074	2.46864	-5.24576	1.94811	-12.999	3.03975	-13.6497	2.74501	-17.0893	3.76633	-10.5842	2.8536	-14.1049	3.29669	-6.706198e+03	-1.029826e+06	-1.036532e+06
78	-11.6055	3.15902	-9.49399	1.1687	-13.8227	3.5101	-9.39632	2.47097	-6.2074	2.46864	-5.24576	1.94811	-12.999	3.03975	-13.4835	2.74501	-16.2678	3.44127	-10.0339	2.8536	-14.0876	3.2883	-6.056240e+03	-9.967557e+05	-1.002812e+06
79	-11.6055	3.15902	-9.49399	1.1687	-13.8227	3.37569	-8.99699	2.46495	-5.75528	2.46864	-5.06988	1.94811	-12.999	3.03975	-13.4384	2.8398	-16.044	3.24391	-10.0339	2.8536	-14.0876	3.2883	-6.407252e+03	-9.848214e+05	-9.912287e+05
80	-11.6055	3.15902	-9.44635	1.1687	-13.8171	3.37569	-8.48497	2.46495	-5.75528	2.46864	-5.06988	1.94811	-12.6766	3.03975	-13.4384	2.8398	-16.044	3.3562	-9.9481	2.8536	-14.0736	3.2883	-6.533887e+03	-9.720461e+05	-9.785800e+05
81	-10.6764	3.15902	-9.44635	1.1687	-13.6327	3.37569	-8.48497	2.2807	-5.75528	2.46864	-3.38021	1.94811	-12.6191	2.99413	-13.4384	2.8398	-16.044	3.3562	-9.9481	2.8536	-14.0585	3.2883	-7.308275e+03	-9.640373e+05	-9.713456e+05
82	-10.6764	3.15902	-9.31238	1.1687	-13.6327	3.37569	-8.48497	2.2807	-5.75528	2.46864	-4.32952	1.94811	-12.6191	2.99413	-13.4384	2.8398	-15.2121	3.16537	-9.9481	2.8536	-14.0585	3.2883	-6.265670e+03	-9.417046e+05	-9.479702e+05
83	-10.6764	3.15902	-9.28565	1.1687	-12.9584	3.37569	-7.33733	2.2807	-5.75528	2.46864	-4.32952	1.94811	-12.6191	2.99413	-13.4384	2.8398	-15.2121	3.16537	-9.80218	2.8536	-14.0585	3.2883	-6.421798e+03	-9.182053e+05	-9.246271e+05
84	-10.6764	2.90876	-9.02437	1.1687	-12.9584	3.37569	-6.95247	2.2807	-5.75528	2.46864	-4.32952	1.94811	-12.6191	2.99413	-13.1674	2.8398	-14.5717	3.16537	-8.84285	2.8536	-14.0561	3.2883	-6.360657e+03	-8.824658e+05	-8.888265e+05
85	-10.6764	2.90876	-9.02437	1.1687	-12.9156	3.37569	-6.95247	2.0746	-5.75528	2.46864	-4.32952	1.94811	-12.4228	2.99413	-13.1647	2.8398	-14.5717	3.16537	-8.30222	2.74109	-14.0297	3.2883	-6.423044e+03	-8.683307e+05	-8.747538e+05
86	-9.91587	2.90876	-9.02437	1.1687	-12.9156	3.37569	-6.81688	2.0746	-5.75528	2.46864	-4.32952	1.94811	-12.4228	2.8731	-13.1647	2.8398	-14.5717	3.16537	-8.27506	2.59924	-14.0297	3.2883	-6.355702e+03	-8.629802e+05	-8.693359e+05
87	-9.91587	2.90876	-9.02437	1.1687	-12.9156	3.37569	-6.81688	2.0746	-5.75528	2.46864	-4.32952	1.85865	-12.1593	2.8731	-13.1647	2.8398	-14.5717	3.16537	-7.71646	2.37542	-13.9344	3.2883	-6.366209e+03	-8.485298e+05	-8.548960e+05
88	-10.1497	2.90876	-9.02437	1.1687	-12.9156	3.37569	-6.81688	2.0746	-5.75528	2.46864	-4.05205	1.85865	-12.1593	2.8731	-13.1647	2.8398	-14.5717	3.16537	-7.71646	2.37542	-13.9344	3.2883	-6.530162e+03	-8.478170e+05	-8.543472e+05
89	-10.1497	2.90876	-8.91505	1.1687	-12.9156	3.37569	-6.81688	2.0746	-5.75528	2.28128	-3.72584	1.50876	-12.1593	2.8731	-13.1647	2.8398	-14.5717	3.16537	-7.71646	2.37542	-13.8827	3.2883	-6.741087e+03	-8.347330e+05	-8.414741e+05
90	-10.1497	2.90876	-8.77535	1.1687	-12.9156	3.32614	-6.7004	2.0746	-5.75528	2.28128	-2.89757	1.50876	-12.1345	2.8731	-13.1201	2.8398	-13.9515	3.16537	-7.71646	2.37542	-13.8827	3.2883	-7.091324e+03	-8.118456e+05	-8.189370e+05
