Results of Simulation 1

Time	Q_inh	Q_brain	Q_muscle	Q_lung	Q_heart	Q_liver	Q_kidney	Q_pancreas	Q_art	Q_ven	Q_stom_lumen	Q_urine	Q_spleen	Q_gut_lumen	Q_urt	Q_gonads
134	2.25	0.0286968	0.197454	0.000934288	0.00349388	0.0272997	0.00181248	0.00275161	0.000706891	0.00309407	0.00225263	2.65542e-06	0.000513984	0.000341	1.12494e-05	0.00046615
135	2.25	0.0284489	0.197471	0.000927479	0.00346421	0.0270409	0.00179897	0.00272897	0.000701732	0.00307155	0.00223592	2.66125e-06	0.000510088	0.000338345	1.11675e-05	0.000465199
136	2.25	0.0282037	0.197484	0.000920769	0.003435	0.0267861	0.00178566	0.00270655	0.000696647	0.00304935	0.00221946	2.66704e-06	0.000506249	0.000335728	1.10867e-05	0.00046424
137	2.25	0.0279611	0.197492	0.000914154	0.00340625	0.0265354	0.00177254	0.00268435	0.000691635	0.00302748	0.00220324	2.67278e-06	0.000502466	0.00033315	1.1007e-05	0.000463274
138	2.25	0.0277211	0.197497	0.000907634	0.00337794	0.0262886	0.00175961	0.00266236	0.000686695	0.00300591	0.00218725	2.67848e-06	0.000498738	0.00033061	1.09285e-05	0.000462302
139	2.25	0.0274838	0.197498	0.000901207	0.00335007	0.0260457	0.00174687	0.00264059	0.000681826	0.00298466	0.00217149	2.68414e-06	0.000495063	0.000328107	1.08511e-05	0.000461322
140	2.25	0.027249	0.197495	0.000894872	0.00332262	0.0258066	0.00173431	0.00261903	0.000677025	0.00296371	0.00215595	2.68976e-06	0.000491442	0.000325641	1.07748e-05	0.000460337
141	2.25	0.0270168	0.197488	0.000888627	0.0032956	0.0255712	0.00172192	0.00259768	0.000672294	0.00294305	0.00214064	2.69534e-06	0.000487873	0.00032321	1.06996e-05	0.000459345
142	2.25	0.0267872	0.197478	0.000882471	0.00326899	0.0253395	0.00170972	0.00257654	0.000667629	0.00292269	0.00212554	2.70088e-06	0.000484356	0.000320815	1.06255e-05	0.000458347
143	2.25	0.0265601	0.197464	0.000876401	0.00324279	0.0251113	0.00169769	0.00255561	0.00066303	0.00290261	0.00211066	2.70638e-06	0.000480889	0.000318455	1.05524e-05	0.000457344
144	2.25	0.0263356	0.197447	0.000870417	0.00321698	0.0248868	0.00168583	0.00253489	0.000658497	0.00288282	0.002096	2.71184e-06	0.000477471	0.000316128	1.04803e-05	0.000456335
145	2.25	0.0261135	0.197426	0.000864518	0.00319156	0.0246656	0.00167414	0.00251438	0.000654027	0.00286331	0.00208154	2.71726e-06	0.000474102	0.000313835	1.04093e-05	0.00045532
146	2.25	0.0258939	0.197401	0.000858701	0.00316653	0.0244479	0.00166261	0.00249408	0.00064962	0.00284407	0.00206728	2.72265e-06	0.000470781	0.000311575	1.03393e-05	0.0004543
147	2.25	0.0256768	0.197373	0.000852966	0.00314187	0.0242336	0.00165125	0.00247398	0.000645274	0.0028251	0.00205323	2.728e-06	0.000467508	0.000309348	1.02702e-05	0.000453276
148	2.25	0.0254621	0.197342	0.000847311	0.00311759	0.0240225	0.00164005	0.00245408	0.00064099	0.0028064	0.00203937	2.73331e-06	0.00046428	0.000307152	1.02021e-05	0.000452246
149	2.25	0.0252498	0.197308	0.000841735	0.00309367	0.0238147	0.001629	0.00243439	0.000636765	0.00278795	0.0020257	2.73859e-06	0.000461099	0.000304988	1.0135e-05	0.000451212
150	2.25	0.0250399	0.19727	0.000836236	0.0030701	0.02361	0.00161811	0.00241489	0.000632599	0.00276977	0.00201223	2.74383e-06	0.000457962	0.000302854	1.00688e-05	0.000450173
151	2.25	0.0248324	0.19723	0.000830814	0.00304688	0.0234085	0.00160737	0.0023956	0.000628491	0.00275183	0.00199895	2.74904e-06	0.000454869	0.000300751	1.00035e-05	0.00044913
152	2.25	0.0246272	0.197186	0.000825467	0.00302401	0.02321	0.00159678	0.0023765	0.00062444	0.00273415	0.00198585	2.75421e-06	0.00045182	0.000298678	9.93908e-06	0.000448083
153	2.25	0.0244243	0.197139	0.000820194	0.00300148	0.0230146	0.00158634	0.00235761	0.000620445	0.0027167	0.00197293	2.75935e-06	0.000448814	0.000296634	9.87558e-06	0.000447032
154	2.25	0.0242238	0.197089	0.000814993	0.00297928	0.0228221	0.00157605	0.0023389	0.000616505	0.0026995	0.0019602	2.76445e-06	0.000445849	0.000294619	9.81296e-06	0.000445977
155	2.25	0.0240255	0.197036	0.000809864	0.0029574	0.0226325	0.00156589	0.00232039	0.000612619	0.00268254	0.00194763	2.76952e-06	0.000442926	0.000292632	9.75119e-06	0.000444918
156	2.25	0.0238296	0.19698	0.000804805	0.00293585	0.0224457	0.00155588	0.00230208	0.000608786	0.0026658	0.00193525	2.77456e-06	0.000440043	0.000290673	9.69028e-06	0.000443856
157	2.25	0.0236358	0.196922	0.000799815	0.00291461	0.0222618	0.001546	0.00228395	0.000605006	0.0026493	0.00192303	2.77957e-06	0.000437201	0.000288741	9.63019e-06	0.000442791
158	2.25	0.0234443	0.19686	0.000794893	0.00289368	0.0220806	0.00153626	0.00226602	0.000601277	0.00263302	0.00191098	2.78454e-06	0.000434397	0.000286837	9.57093e-06	0.000441722
159	2.25	0.023255	0.196796	0.000790039	0.00287305	0.0219022	0.00152666	0.00224827	0.000597599	0.00261696	0.00189909	2.78949e-06	0.000431633	0.000284958	9.51247e-06	0.00044065
160	2.25	0.0230679	0.196729	0.00078525	0.00285272	0.0217264	0.00151718	0.00223072	0.000593971	0.00260112	0.00188737	2.7944e-06	0.000428906	0.000283106	9.45481e-06	0.000439576
161	2.25	0.0228829	0.19666	0.000780526	0.00283269	0.0215532	0.00150784	0.00221334	0.000590393	0.00258549	0.00187581	2.79928e-06	0.000426217	0.00028128	9.39793e-06	0.000438498
162	2.25	0.0227001	0.196588	0.000775866	0.00281295	0.0213826	0.00149862	0.00219615	0.000586862	0.00257008	0.0018644	2.80414e-06	0.000423565	0.000279479	9.34181e-06	0.000437418
163	2.25	0.0225194	0.196513	0.000771269	0.00279348	0.0212146	0.00148953	0.00217915	0.000583379	0.00255487	0.00185315	2.80896e-06	0.000420949	0.000277703	9.28646e-06	0.000436336
164	2.25	0.0223408	0.196436	0.000766733	0.0027743	0.021049	0.00148056	0.00216232	0.000579944	0.00253987	0.00184205	2.81375e-06	0.000418368	0.000275951	9.23184e-06	0.000435251
165	2.25	0.0221642	0.196356	0.000762259	0.00275539	0.0208859	0.00147171	0.00214568	0.000576554	0.00252507	0.0018311	2.81852e-06	0.000415823	0.000274224	9.17796e-06	0.000434164
166	2.25	0.0219897	0.196274	0.000757844	0.00273675	0.0207251	0.00146298	0.00212921	0.000573209	0.00251046	0.0018203	2.82325e-06	0.000413312	0.00027252	9.1248e-06	0.000433075
167	2.25	0.0218173	0.19619	0.000753488	0.00271838	0.0205668	0.00145437	0.00211292	0.000569909	0.00249605	0.00180964	2.82796e-06	0.000410835	0.000270839	9.07235e-06	0.000431984
168	2.25	0.0216469	0.196103	0.00074919	0.00270027	0.0204107	0.00144587	0.0020968	0.000566654	0.00248184	0.00179913	2.83265e-06	0.000408392	0.000269181	9.0206e-06	0.000430891
169	2.25	0.0214784	0.196014	0.000744949	0.00268241	0.0202569	0.00143749	0.00208086	0.000563441	0.00246781	0.00178875	2.8373e-06	0.000405981	0.000267546	8.96953e-06	0.000429796
170	2.25	0.021312	0.195923	0.000740765	0.0026648	0.0201054	0.00142922	0.00206509	0.000560271	0.00245397	0.00177852	2.84193e-06	0.000403603	0.000265933	8.91914e-06	0.0004287
171	2.25	0.0211475	0.195829	0.000736635	0.00264744	0.0199561	0.00142106	0.00204949	0.000557143	0.0024403	0.00176842	2.84653e-06	0.000401257	0.000264341	8.86942e-06	0.000427602
172	2.25	0.0209849	0.195733	0.00073256	0.00263033	0.019809	0.00141301	0.00203406	0.000554056	0.00242682	0.00175845	2.8511e-06	0.000398942	0.000262771	8.82035e-06	0.000426503
173	2.25	0.0208243	0.195635	0.000728539	0.00261345	0.019664	0.00140506	0.0020188	0.000551009	0.00241352	0.00174862	2.85565e-06	0.000396658	0.000261223	8.77193e-06	0.000425402
174	2.25	0.0206655	0.195535	0.00072457	0.00259681	0.019521	0.00139722	0.0020037	0.000548003	0.00240039	0.00173891	2.86017e-06	0.000394404	0.000259695	8.72414e-06	0.000424301
175	2.25	0.0205086	0.195433	0.000720653	0.0025804	0.0193802	0.00138948	0.00198877	0.000545036	0.00238743	0.00172933	2.86467e-06	0.000392181	0.000258187	8.67697e-06	0.000423198
176	2.25	0.0203536	0.195329	0.000716787	0.00256422	0.0192414	0.00138185	0.001974	0.000542108	0.00237465	0.00171988	2.86915e-06	0.000389986	0.0002567	8.63042e-06	0.000422094
177	2.25	0.0202004	0.195222	0.000712972	0.00254826	0.0191045	0.00137431	0.0019594	0.000539217	0.00236202	0.00171056	2.87359e-06	0.000387821	0.000255233	8.58448e-06	0.00042099
178	2.25	0.020049	0.195114	0.000709206	0.00253252	0.0189697	0.00136688	0.00194495	0.000536365	0.00234956	0.00170135	2.87802e-06	0.000385684	0.000253785	8.53913e-06	0.000419884
179	2.25	0.0198994	0.195004	0.000705488	0.002517	0.0188367	0.00135954	0.00193066	0.000533549	0.00233727	0.00169226	2.88242e-06	0.000383575	0.000252356	8.49437e-06	0.000418779
180	2.25	0.0197515	0.194892	0.000701819	0.00250169	0.0187057	0.00135229	0.00191653	0.000530769	0.00232513	0.0016833	2.8868e-06	0.000381494	0.000250946	8.45018e-06	0.000417672
181	2.25	0.0196055	0.194778	0.000698197	0.00248659	0.0185765	0.00134514	0.00190256	0.000528026	0.00231314	0.00167445	2.89115e-06	0.00037944	0.000249555	8.40657e-06	0.000416565
182	2.25	0.0194611	0.194663	0.000694621	0.0024717	0.0184491	0.00133809	0.00188874	0.000525317	0.00230132	0.00166571	2.89548e-06	0.000377412	0.000248182	8.36351e-06	0.000415458
183	2.25	0.0193185	0.194545	0.000691091	0.00245701	0.0183236	0.00133112	0.00187507	0.000522643	0.00228964	0.00165708	2.89979e-06	0.000375411	0.000246827	8.32101e-06	0.00041435
184	2.25	0.0191776	0.194426	0.000687606	0.00244252	0.0181998	0.00132424	0.00186155	0.000520004	0.00227811	0.00164857	2.90408e-06	0.000373436	0.00024549	8.27905e-06	0.000413242
185	2.25	0.0190383	0.194305	0.000684166	0.00242822	0.0180778	0.00131745	0.00184819	0.000517398	0.00226673	0.00164016	2.90834e-06	0.000371487	0.00024417	8.23762e-06	0.000412134
186	2.25	0.0189007	0.194182	0.000680769	0.00241412	0.0179575	0.00131075	0.00183497	0.000514825	0.00225549	0.00163187	2.91258e-06	0.000369562	0.000242867	8.19672e-06	0.000411026
187	2.25	0.0187648	0.194058	0.000677415	0.00240021	0.0178389	0.00130414	0.0018219	0.000512285	0.00224439	0.00162368	2.9168e-06	0.000367663	0.000241582	8.15633e-06	0.000409918
188	2.25	0.0186304	0.193931	0.000674104	0.00238649	0.0177219	0.0012976	0.00180897	0.000509776	0.00223344	0.00161559	2.921e-06	0.000365787	0.000240313	8.11646e-06	0.000408811
189	2.25	0.0184977	0.193804	0.000670834	0.00237294	0.0176066	0.00129116	0.00179619	0.0005073	0.00222262	0.0016076	2.92518e-06	0.000363936	0.00023906	8.07708e-06	0.000407703
190	2.25	0.0183666	0.193675	0.000667605	0.00235958	0.0174928	0.00128479	0.00178355	0.000504854	0.00221194	0.00159972	2.92934e-06	0.000362108	0.000237824	8.03821e-06	0.000406596
191	2.25	0.018237	0.193544	0.000664417	0.0023464	0.0173807	0.0012785	0.00177105	0.000502439	0.00220139	0.00159193	2.93348e-06	0.000360304	0.000236603	7.99982e-06	0.000405489
192	2.25	0.018109	0.193411	0.000661269	0.00233339	0.0172701	0.00127229	0.0017587	0.000500055	0.00219097	0.00158425	2.9376e-06	0.000358522	0.000235398	7.9619e-06	0.000404382
193	2.25	0.0179825	0.193277	0.000658159	0.00232056	0.017161	0.00126616	0.00174648	0.0004977	0.00218069	0.00157666	2.94169e-06	0.000356763	0.000234209	7.92446e-06	0.000403276
194	2.25	0.0178575	0.193142	0.000655089	0.00230789	0.0170535	0.00126011	0.00173439	0.000495374	0.00217053	0.00156916	2.94577e-06	0.000355026	0.000233034	7.88749e-06	0.000402171
195	2.25	0.017734	0.193005	0.000652056	0.00229539	0.0169474	0.00125413	0.00172244	0.000493077	0.00216049	0.00156176	2.94983e-06	0.000353311	0.000231875	7.85097e-06	0.000401066
196	2.25	0.017612	0.192867	0.000649061	0.00228305	0.0168428	0.00124823	0.00171063	0.000490808	0.00215058	0.00155445	2.95387e-06	0.000351618	0.00023073	7.81491e-06	0.000399962
197	2.25	0.0174915	0.192727	0.000646102	0.00227088	0.0167396	0.0012424	0.00169895	0.000488568	0.00214079	0.00154723	2.95789e-06	0.000349945	0.0002296	7.77928e-06	0.000398859
198	2.25	0.0173724	0.192586	0.00064318	0.00225887	0.0166378	0.00123664	0.0016874	0.000486355	0.00213113	0.0015401	2.96189e-06	0.000348294	0.000228484	7.7441e-06	0.000397757
199	2.25	0.0172547	0.192444	0.000640294	0.00224701	0.0165374	0.00123096	0.00167598	0.000484169	0.00212158	0.00153306	2.96587e-06	0.000346663	0.000227382	7.70934e-06	0.000396655
200	2.25	0.0171384	0.1923	0.000637443	0.0022353	0.0164384	0.00122534	0.00166469	0.000482009	0.00211214	0.0015261	2.96984e-06	0.000345052	0.000226294	7.67501e-06	0.000395555
201	2.25	0.0170235	0.192155	0.000634626	0.00222375	0.0163407	0.0012198	0.00165353	0.000479876	0.00210282	0.00151923	2.97378e-06	0.000343461	0.000225219	7.6411e-06	0.000394455
202	2.25	0.0169101	0.192009	0.000631844	0.00221235	0.0162443	0.00121432	0.00164249	0.000477769	0.00209362	0.00151244	2.97771e-06	0.00034189	0.000224158	7.6076e-06	0.000393357
203	2.25	0.0167979	0.191862	0.000629095	0.00220109	0.0161492	0.0012089	0.00163157	0.000475687	0.00208452	0.00150574	2.98162e-06	0.000340338	0.00022311	7.5745e-06	0.000392259
204	2.25	0.0166871	0.191713	0.00062638	0.00218998	0.0160555	0.00120356	0.00162078	0.000473631	0.00207554	0.00149912	2.98552e-06	0.000338805	0.000222075	7.5418e-06	0.000391163
205	2.25	0.0165777	0.191563	0.000623697	0.00217901	0.0159629	0.00119828	0.00161012	0.000471599	0.00206666	0.00149257	2.9894e-06	0.000337291	0.000221052	7.5095e-06	0.000390069
206	2.25	0.0164695	0.191412	0.000621046	0.00216818	0.0158716	0.00119306	0.00159957	0.000469591	0.00205789	0.00148611	2.99326e-06	0.000335795	0.000220043	7.47758e-06	0.000388975
207	2.25	0.0163627	0.19126	0.000618427	0.00215749	0.0157816	0.0011879	0.00158914	0.000467608	0.00204923	0.00147972	2.9971e-06	0.000334317	0.000219046	7.44604e-06	0.000387883
208	2.25	0.0162571	0.191106	0.000615839	0.00214693	0.0156927	0.00118281	0.00157883	0.000465648	0.00204066	0.00147342	3.00093e-06	0.000332858	0.000218061	7.41488e-06	0.000386793
209	2.25	0.0161528	0.190952	0.000613282	0.00213651	0.015605	0.00117778	0.00156863	0.000463711	0.0020322	0.00146718	3.00474e-06	0.000331416	0.000217088	7.38409e-06	0.000385703
210	2.25	0.0160498	0.190796	0.000610755	0.00212622	0.0155185	0.00117281	0.00155856	0.000461798	0.00202384	0.00146102	3.00853e-06	0.000329991	0.000216127	7.35366e-06	0.000384616
211	2.25	0.0159479	0.19064	0.000608258	0.00211606	0.0154331	0.00116789	0.00154859	0.000459907	0.00201558	0.00145494	3.01231e-06	0.000328583	0.000215177	7.32359e-06	0.00038353
212	2.25	0.0158473	0.190482	0.00060579	0.00210603	0.0153488	0.00116304	0.00153874	0.000458038	0.00200741	0.00144892	3.01607e-06	0.000327192	0.000214239	7.29388e-06	0.000382445
213	2.25	0.015748	0.190323	0.000603352	0.00209612	0.0152657	0.00115824	0.001529	0.000456191	0.00199934	0.00144298	3.01982e-06	0.000325818	0.000213312	7.26451e-06	0.000381362
214	2.25	0.0156498	0.190163	0.000600941	0.00208633	0.0151836	0.0011535	0.00151937	0.000454366	0.00199137	0.00143711	3.02355e-06	0.00032446	0.000212397	7.23549e-06	0.000380281
215	2.25	0.0155527	0.190003	0.000598559	0.00207667	0.0151026	0.00114882	0.00150985	0.000452561	0.00198348	0.0014313	3.02727e-06	0.000323119	0.000211492	7.2068e-06	0.000379202
216	2.25	0.0154569	0.189841	0.000596204	0.00206713	0.0150227	0.00114419	0.00150044	0.000450778	0.00197569	0.00142557	3.03097e-06	0.000321793	0.000210599	7.17845e-06	0.000378125
217	2.25	0.0153621	0.189678	0.000593877	0.0020577	0.0149438	0.00113961	0.00149114	0.000449016	0.00196799	0.0014199	3.03465e-06	0.000320482	0.000209716	7.15043e-06	0.000377049
218	2.25	0.0152686	0.189514	0.000591576	0.00204839	0.0148659	0.00113509	0.00148194	0.000447274	0.00196038	0.00141429	3.03833e-06	0.000319188	0.000208843	7.12272e-06	0.000375975
219	2.25	0.0151761	0.18935	0.000589302	0.0020392	0.014789	0.00113062	0.00147284	0.000445552	0.00195285	0.00140875	3.04198e-06	0.000317908	0.000207981	7.09534e-06	0.000374903
220	2.25	0.0150847	0.189184	0.000587054	0.00203012	0.0147132	0.0011262	0.00146385	0.000443849	0.00194541	0.00140328	3.04563e-06	0.000316643	0.000207129	7.06827e-06	0.000373833
221	2.25	0.0149945	0.189018	0.000584832	0.00202115	0.0146383	0.00112184	0.00145496	0.000442166	0.00193806	0.00139787	3.04925e-06	0.000315393	0.000206287	7.04151e-06	0.000372765
222	2.25	0.0149053	0.188851	0.000582635	0.00201229	0.0145643	0.00111752	0.00144617	0.000440503	0.00193079	0.00139252	3.05287e-06	0.000314157	0.000205455	7.01505e-06	0.000371699
223	2.25	0.0148172	0.188683	0.000580462	0.00200353	0.0144913	0.00111325	0.00143748	0.000438858	0.0019236	0.00138723	3.05647e-06	0.000312936	0.000204632	6.9889e-06	0.000370636
224	2.25	0.0147301	0.188514	0.000578315	0.00199488	0.0144193	0.00110903	0.00142889	0.000437231	0.00191649	0.001382	3.06006e-06	0.000311728	0.000203819	6.96304e-06	0.000369574
225	2.25	0.0146441	0.188344	0.000576191	0.00198634	0.0143481	0.00110486	0.0014204	0.000435623	0.00190946	0.00137683	3.06363e-06	0.000310535	0.000203016	6.93747e-06	0.000368514
226	2.25	0.0145591	0.188174	0.000574091	0.0019779	0.0142779	0.00110074	0.001412	0.000434033	0.00190252	0.00137172	3.06719e-06	0.000309355	0.000202222	6.91218e-06	0.000367457
227	2.25	0.0144751	0.188003	0.000572015	0.00196956	0.0142085	0.00109666	0.0014037	0.000432461	0.00189564	0.00136667	3.07074e-06	0.000308189	0.000201437	6.88718e-06	0.000366401
228	2.25	0.0143921	0.187831	0.000569962	0.00196132	0.0141401	0.00109263	0.00139549	0.000430907	0.00188885	0.00136167	3.07427e-06	0.000307036	0.000200661	6.86246e-06	0.000365348
229	2.25	0.0143101	0.187658	0.000567932	0.00195318	0.0140724	0.00108865	0.00138738	0.000429369	0.00188213	0.00135673	3.07779e-06	0.000305896	0.000199894	6.83801e-06	0.000364298
230	2.25	0.014229	0.187484	0.000565924	0.00194513	0.0140057	0.00108471	0.00137936	0.000427849	0.00187549	0.00135185	3.0813e-06	0.000304768	0.000199136	6.81384e-06	0.000363249
231	2.25	0.014149	0.18731	0.000563938	0.00193718	0.0139397	0.00108081	0.00137143	0.000426345	0.00186891	0.00134702	3.0848e-06	0.000303654	0.000198386	6.78993e-06	0.000362203
232	2.25	0.0140698	0.187135	0.000561974	0.00192933	0.0138746	0.00107696	0.00136358	0.000424858	0.00186241	0.00134224	3.08828e-06	0.000302552	0.000197645	6.76628e-06	0.000361159
233	2.25	0.0139917	0.186959	0.000560031	0.00192156	0.0138103	0.00107314	0.00135583	0.000423387	0.00185599	0.00133751	3.09175e-06	0.000301462	0.000196913	6.74289e-06	0.000360118
234	2.25	0.0139144	0.186783	0.00055811	0.00191389	0.0137468	0.00106938	0.00134817	0.000421933	0.00184963	0.00133284	3.09521e-06	0.000300384	0.000196188	6.71975e-06	0.000359079
235	2.25	0.0138381	0.186606	0.00055621	0.00190631	0.0136841	0.00106565	0.00134059	0.000420494	0.00184334	0.00132822	3.09865e-06	0.000299318	0.000195472	6.69687e-06	0.000358042
236	2.25	0.0137626	0.186429	0.00055433	0.00189881	0.0136222	0.00106196	0.0013331	0.00041907	0.00183712	0.00132365	3.10209e-06	0.000298265	0.000194764	6.67423e-06	0.000357008
237	2.25	0.0136881	0.18625	0.00055247	0.0018914	0.013561	0.00105831	0.00132569	0.000417662	0.00183096	0.00131913	3.10551e-06	0.000297222	0.000194063	6.65184e-06	0.000355977
238	2.25	0.0136144	0.186072	0.00055063	0.00188408	0.0135006	0.00105471	0.00131837	0.000416269	0.00182487	0.00131466	3.10892e-06	0.000296191	0.000193371	6.62969e-06	0.000354947
239	2.25	0.0135416	0.185892	0.00054881	0.00187684	0.0134409	0.00105114	0.00131113	0.000414891	0.00181885	0.00131023	3.11232e-06	0.000295171	0.000192686	6.60777e-06	0.000353921
240	2.25	0.0134697	0.185712	0.00054701	0.00186969	0.0133819	0.00104761	0.00130397	0.000413528	0.00181289	0.00130586	3.11571e-06	0.000294163	0.000192008	6.58609e-06	0.000352897
241	2.25	0.0133986	0.185531	0.000545228	0.00186261	0.0133236	0.00104412	0.00129689	0.000412179	0.00180699	0.00130153	3.11908e-06	0.000293165	0.000191338	6.56464e-06	0.000351875
242	2.25	0.0133283	0.18535	0.000543466	0.00185562	0.0132661	0.00104066	0.0012899	0.000410845	0.00180116	0.00129724	3.12245e-06	0.000292178	0.000190676	6.54342e-06	0.000350856
243	2.25	0.0132589	0.185169	0.000541722	0.00184871	0.0132092	0.00103725	0.00128298	0.000409524	0.00179539	0.00129301	3.1258e-06	0.000291202	0.00019002	6.52242e-06	0.00034984
244	2.25	0.0131903	0.184986	0.000539996	0.00184187	0.0131531	0.00103386	0.00127614	0.000408218	0.00178968	0.00128881	3.12915e-06	0.000290236	0.000189372	6.50164e-06	0.000348826
245	2.25	0.0131225	0.184803	0.000538288	0.00183512	0.0130976	0.00103052	0.00126937	0.000406925	0.00178402	0.00128466	3.13248e-06	0.000289281	0.000188731	6.48107e-06	0.000347815
246	2.25	0.0130554	0.18462	0.000536598	0.00182844	0.0130427	0.00102721	0.00126269	0.000405645	0.00177843	0.00128056	3.1358e-06	0.000288335	0.000188097	6.46072e-06	0.000346807
247	2.25	0.0129892	0.184436	0.000534925	0.00182183	0.0129886	0.00102393	0.00125607	0.000404379	0.00177289	0.0012765	3.13911e-06	0.0002874	0.000187469	6.44058e-06	0.000345801
248	2.25	0.0129237	0.184252	0.00053327	0.0018153	0.012935	0.00102069	0.00124954	0.000403126	0.00176742	0.00127248	3.14241e-06	0.000286474	0.000186848	6.42065e-06	0.000344798
249	2.25	0.012859	0.184067	0.000531632	0.00180884	0.0128821	0.00101749	0.00124307	0.000401886	0.00176199	0.0012685	3.1457e-06	0.000285559	0.000186234	6.40093e-06	0.000343798
250	2.25	0.0127951	0.183882	0.00053001	0.00180245	0.0128298	0.00101431	0.00123668	0.000400658	0.00175663	0.00126456	3.14898e-06	0.000284653	0.000185627	6.3814e-06	0.0003428
251	2.25	0.0127319	0.183696	0.000528405	0.00179613	0.0127782	0.00101117	0.00123036	0.000399443	0.00175131	0.00126066	3.15225e-06	0.000283756	0.000185025	6.36208e-06	0.000341806
252	2.25	0.0126694	0.18351	0.000526817	0.00178988	0.0127271	0.00100806	0.00122411	0.00039824	0.00174606	0.00125681	3.15551e-06	0.000282868	0.00018443	6.34295e-06	0.000340814
253	2.25	0.0126077	0.183324	0.000525244	0.0017837	0.0126767	0.00100498	0.00121793	0.00039705	0.00174085	0.00125299	3.15876e-06	0.00028199	0.000183842	6.32401e-06	0.000339824
254	2.25	0.0125467	0.183137	0.000523687	0.00177759	0.0126268	0.00100194	0.00121182	0.000395871	0.0017357	0.00124921	3.162e-06	0.000281121	0.000183259	6.30527e-06	0.000338838
255	2.25	0.0124864	0.182949	0.000522146	0.00177154	0.0125775	0.000998922	0.00120578	0.000394705	0.0017306	0.00124547	3.16523e-06	0.000280261	0.000182683	6.28671e-06	0.000337854
256	2.25	0.0124267	0.182761	0.000520621	0.00176556	0.0125288	0.000995938	0.00119981	0.000393549	0.00172555	0.00124177	3.16845e-06	0.000279409	0.000182113	6.26834e-06	0.000336874
257	2.25	0.0123678	0.182573	0.00051911	0.00175965	0.0124806	0.000992983	0.0011939	0.000392406	0.00172055	0.00123811	3.17166e-06	0.000278566	0.000181548	6.25015e-06	0.000335896
258	2.25	0.0123095	0.182384	0.000517614	0.00175379	0.012433	0.000990058	0.00118806	0.000391274	0.0017156	0.00123448	3.17486e-06	0.000277732	0.000180989	6.23214e-06	0.000334921
259	2.25	0.012252	0.182195	0.000516133	0.001748	0.0123859	0.000987163	0.00118228	0.000390153	0.00171069	0.00123088	3.17805e-06	0.000276906	0.000180436	6.21431e-06	0.000333948
260	2.25	0.012195	0.182006	0.000514667	0.00174228	0.0123394	0.000984296	0.00117657	0.000389043	0.00170584	0.00122733	3.18123e-06	0.000276089	0.000179889	6.19665e-06	0.000332979
261	2.25	0.0121388	0.181816	0.000513215	0.00173661	0.0122934	0.000981458	0.00117092	0.000387943	0.00170103	0.00122381	3.18441e-06	0.000275279	0.000179347	6.17917e-06	0.000332012
262	2.25	0.0120831	0.181626	0.000511777	0.001731	0.0122479	0.000978647	0.00116533	0.000386855	0.00169627	0.00122032	3.18757e-06	0.000274478	0.000178811	6.16185e-06	0.000331049
263	2.25	0.0120281	0.181436	0.000510353	0.00172545	0.012203	0.000975864	0.00115981	0.000385777	0.00169156	0.00121687	3.19072e-06	0.000273685	0.00017828	6.14471e-06	0.000330088
264	2.25	0.0119738	0.181245	0.000508942	0.00171996	0.0121585	0.000973109	0.00115435	0.000384709	0.00168689	0.00121345	3.19387e-06	0.000272899	0.000177755	6.12772e-06	0.00032913
265	2.25	0.01192	0.181054	0.000507546	0.00171453	0.0121145	0.00097038	0.00114894	0.000383652	0.00168227	0.00121006	3.19701e-06	0.000272121	0.000177234	6.11091e-06	0.000328175
266	2.25	0.0118669	0.180863	0.000506162	0.00170916	0.0120711	0.000967677	0.0011436	0.000382605	0.00167769	0.00120671	3.20014e-06	0.000271351	0.000176719	6.09425e-06	0.000327223
267	2.25	0.0118144	0.180671	0.000504792	0.00170384	0.0120281	0.000965001	0.00113832	0.000381567	0.00167315	0.00120339	3.20326e-06	0.000270588	0.000176209	6.07775e-06	0.000326274
268	2.25	0.0117624	0.180479	0.000503434	0.00169857	0.0119856	0.00096235	0.00113309	0.00038054	0.00166866	0.0012001	3.20637e-06	0.000269833	0.000175704	6.0614e-06	0.000325328
269	2.25	0.0117111	0.180287	0.00050209	0.00169336	0.0119436	0.000959725	0.00112792	0.000379522	0.00166421	0.00119684	3.20947e-06	0.000269085	0.000175204	6.04521e-06	0.000324385
270	2.25	0.0116603	0.180095	0.000500758	0.0016882	0.011902	0.000957124	0.00112281	0.000378514	0.0016598	0.00119361	3.21256e-06	0.000268344	0.000174709	6.02917e-06	0.000323445
271	2.25	0.0116101	0.179902	0.000499438	0.0016831	0.0118609	0.000954549	0.00111776	0.000377515	0.00165543	0.00119041	3.21565e-06	0.00026761	0.000174219	6.01329e-06	0.000322508
272	2.25	0.0115605	0.179709	0.000498131	0.00167805	0.0118202	0.000951997	0.00111276	0.000376526	0.0016511	0.00118725	3.21873e-06	0.000266883	0.000173733	5.99754e-06	0.000321574
273	2.25	0.0115114	0.179516	0.000496836	0.00167305	0.01178	0.00094947	0.00110781	0.000375545	0.00164681	0.00118411	3.2218e-06	0.000266164	0.000173252	5.98195e-06	0.000320642
