iter	ka(1)	ke(1)	F(1)	IndexT	LnPseudoPrior(0)	LnPseudoPrior(1)	LnPseudoPrior(2)	LnPseudoPrior(3)	LnPseudoPrior(4)	LnPseudoPrior(5)	LnPseudoPrior(6)	LnPseudoPrior(7)	LnPseudoPrior(8)	LnPseudoPrior(9)	LnPrior	LnData	LnPosterior
3420	0.110311	0.0484054	0.698015	6	-4.171648e+00	2.028807e+00	3.430405e+00	3.913976e+00	3.982063e+00	1.846901e+00	-1.940339e+00	-3.518994e+00	-4.648221e+00	-5.153014e+00	1.818787e+00	3.579929e+01	3.761808e+01
3430	0.110085	0.0484054	0.712388	6	-4.168771e+00	2.031684e+00	3.433283e+00	3.916853e+00	3.984941e+00	1.849779e+00	-1.943786e+00	-3.525611e+00	-4.651676e+00	-5.159636e+00	1.820872e+00	3.619953e+01	3.802040e+01
3440	0.106124	0.0484459	0.710952	6	-4.165902e+00	2.034553e+00	3.436152e+00	3.919722e+00	3.987810e+00	1.849493e+00	-1.953535e+00	-3.535370e+00	-4.651966e+00	-5.156767e+00	1.857227e+00	3.697909e+01	3.883631e+01
3450	0.104481	0.0493545	0.73107	5	-4.163041e+00	2.037414e+00	3.439013e+00	3.922583e+00	3.987523e+00	1.830327e+00	-1.956969e+00	-3.532509e+00	-4.649106e+00	-5.153906e+00	1.854477e+00	3.798702e+01	3.984150e+01
3460	0.101989	0.0494046	0.71781	5	-4.160189e+00	2.040266e+00	3.441865e+00	3.925435e+00	3.974675e+00	1.826908e+00	-1.960388e+00	-3.532792e+00	-4.646253e+00	-5.151053e+00	1.877744e+00	3.698766e+01	3.886541e+01
3470	0.102848	0.048339	0.71781	7	-4.157344e+00	2.043111e+00	3.444710e+00	3.928280e+00	3.977520e+00	1.823493e+00	-1.973189e+00	-3.539332e+00	-4.643408e+00	-5.148209e+00	1.891031e+00	3.570018e+01	3.759121e+01
3480	0.0981738	0.0499367	0.729514	9	-4.154508e+00	2.045947e+00	3.447546e+00	3.931116e+00	3.980356e+00	1.826330e+00	-1.973473e+00	-3.545855e+00	-4.653054e+00	-5.151612e+00	1.905176e+00	3.665900e+01	3.856418e+01
3490	0.0991075	0.0507167	0.767384	4	-4.151679e+00	2.048776e+00	3.450375e+00	3.933945e+00	3.980077e+00	1.819830e+00	-1.979979e+00	-3.549253e+00	-4.653341e+00	-5.148783e+00	1.880218e+00	3.792545e+01	3.980567e+01
3500	0.0985897	0.051126	0.762438	8	-4.148859e+00	2.051596e+00	3.453195e+00	3.936765e+00	3.973581e+00	1.813342e+00	-1.983361e+00	-3.549532e+00	-4.653619e+00	-5.145963e+00	1.877379e+00	3.674267e+01	3.862005e+01
3510	0.0997098	0.0501212	0.762438	8	-4.146046e+00	2.054409e+00	3.456008e+00	3.939578e+00	3.976393e+00	1.816155e+00	-1.980549e+00	-3.546720e+00	-4.660088e+00	-5.164807e+00	1.885994e+00	3.836964e+01	4.025563e+01
3520	0.0992348	0.0501156	0.768	8	-4.143241e+00	2.057214e+00	3.458812e+00	3.942383e+00	3.979198e+00	1.818959e+00	-1.980827e+00	-3.553166e+00	-4.666536e+00	-5.171266e+00	1.890877e+00	3.802682e+01	3.991770e+01
3530	0.100294	0.0505025	0.760349	5	-4.140445e+00	2.060010e+00	3.461609e+00	3.945179e+00	3.981995e+00	1.815609e+00	-1.984179e+00	-3.556523e+00	-4.672974e+00	-5.171550e+00	1.872567e+00	3.789514e+01	3.976771e+01
3540	0.0999054	0.05048	0.770205	7	-4.137656e+00	2.062799e+00	3.464398e+00	3.947968e+00	3.978650e+00	1.799982e+00	-1.984455e+00	-3.556799e+00	-4.670185e+00	-5.168761e+00	1.876895e+00	3.766514e+01	3.954203e+01
3550	0.0944008	0.051407	0.797971	5	-4.134874e+00	2.065581e+00	3.467179e+00	3.950750e+00	3.978375e+00	1.796651e+00	-1.987792e+00	-3.560137e+00	-4.673529e+00	-5.169042e+00	1.914995e+00	3.750292e+01	3.941791e+01
3560	0.0926962	0.0515348	0.805702	4	-4.132101e+00	2.068354e+00	3.469953e+00	3.953523e+00	3.965898e+00	1.787217e+00	-1.988069e+00	-3.557363e+00	-4.670755e+00	-5.166268e+00	1.930490e+00	3.724428e+01	3.917477e+01
3570	0.0890408	0.0527647	0.823507	5	-4.129335e+00	2.071120e+00	3.472719e+00	3.956289e+00	3.968663e+00	1.768686e+00	-1.994430e+00	-3.554597e+00	-4.667989e+00	-5.163503e+00	1.946224e+00	3.644840e+01	3.839463e+01
3580	0.086086	0.0521907	0.820812	6	-4.126577e+00	2.073878e+00	3.475477e+00	3.959047e+00	3.971422e+00	1.753235e+00	-2.003804e+00	-3.551839e+00	-4.665231e+00	-5.160744e+00	1.990163e+00	3.478781e+01	3.677797e+01
3590	0.0845467	0.0533473	0.846363	9	-4.123826e+00	2.076629e+00	3.478228e+00	3.961798e+00	3.974172e+00	1.752956e+00	-2.004082e+00	-3.552116e+00	-4.665507e+00	-5.176138e+00	1.985523e+00	3.483195e+01	3.681747e+01
3600	0.0901251	0.0531955	0.810958	5	-4.121083e+00	2.079372e+00	3.480971e+00	3.964541e+00	3.976915e+00	1.746653e+00	-2.013407e+00	-3.555412e+00	-4.665785e+00	-5.173395e+00	1.926150e+00	3.435671e+01	3.628286e+01
3610	0.0879007	0.0516161	0.790776	5	-4.118347e+00	2.082108e+00	3.483706e+00	3.967277e+00	3.979651e+00	1.731332e+00	-2.019699e+00	-3.555684e+00	-4.663050e+00	-5.170659e+00	1.980998e+00	3.531607e+01	3.729707e+01
3620	0.0911604	0.0521027	0.810267	8	-4.115619e+00	2.084836e+00	3.486435e+00	3.970005e+00	3.982379e+00	1.725053e+00	-2.031978e+00	-3.555954e+00	-4.663319e+00	-5.167931e+00	1.935899e+00	3.728078e+01	3.921668e+01
3630	0.0974586	0.050681	0.770761	8	-4.112898e+00	2.087557e+00	3.489155e+00	3.972726e+00	3.985100e+00	1.724781e+00	-2.038235e+00	-3.565206e+00	-4.666583e+00	-5.165210e+00	1.897646e+00	3.853182e+01	4.042946e+01
3640	0.0975687	0.0503525	0.739103	8	-4.110185e+00	2.090270e+00	3.491869e+00	3.975439e+00	3.987813e+00	1.724507e+00	-2.041495e+00	-3.574431e+00	-4.672818e+00	-5.162497e+00	1.903037e+00	3.718950e+01	3.909254e+01
3650	0.0945177	0.0506364	0.760832	8	-4.107479e+00	2.092976e+00	3.494575e+00	3.978145e+00	3.990519e+00	1.727213e+00	-2.038789e+00	-3.574705e+00	-4.682015e+00	-5.174674e+00	1.928932e+00	3.804285e+01	3.997178e+01
3660	0.0929168	0.0520973	0.777939	9	-4.104780e+00	2.095675e+00	3.497273e+00	3.980844e+00	3.993218e+00	1.729912e+00	-2.036090e+00	-3.572007e+00	-4.691189e+00	-5.189788e+00	1.917220e+00	3.586824e+01	3.778546e+01
3670	0.0911524	0.052129	0.820869	9	-4.102089e+00	2.098366e+00	3.499965e+00	3.983535e+00	3.995909e+00	1.732603e+00	-2.036361e+00	-3.578201e+00	-4.697382e+00	-5.195970e+00	1.935477e+00	3.633449e+01	3.826997e+01
3680	0.0859265	0.0530779	0.851719	5	-4.099405e+00	2.101050e+00	3.502649e+00	3.986219e+00	3.998594e+00	1.732339e+00	-2.036627e+00	-3.581422e+00	-4.706513e+00	-5.199192e+00	1.974945e+00	3.416811e+01	3.614305e+01
3690	0.0888347	0.0529123	0.832198	7	-4.096728e+00	2.103727e+00	3.505326e+00	3.988896e+00	4.001271e+00	1.726176e+00	-2.042785e+00	-3.587575e+00	-4.706778e+00	-5.196515e+00	1.945667e+00	3.578733e+01	3.773300e+01
3700	0.0896274	0.052709	0.821104	9	-4.094058e+00	2.106397e+00	3.507996e+00	3.991566e+00	4.003940e+00	1.728845e+00	-2.040115e+00	-3.590783e+00	-4.715859e+00	-5.205584e+00	1.940863e+00	3.646062e+01	3.840148e+01
3710	0.0862622	0.053169	0.833801	9	-4.091395e+00	2.109060e+00	3.510659e+00	3.994229e+00	4.006603e+00	1.731508e+00	-2.037452e+00	-3.593982e+00	-4.724917e+00	-5.214630e+00	1.969423e+00	3.589091e+01	3.786033e+01
3720	0.0864105	0.0531274	0.833801	8	-4.088739e+00	2.111716e+00	3.513314e+00	3.996885e+00	4.009259e+00	1.734164e+00	-2.034797e+00	-3.594249e+00	-4.731023e+00	-5.229502e+00	1.968543e+00	3.592021e+01	3.788875e+01
3730	0.0898592	0.0527462	0.821734	9	-4.086091e+00	2.114364e+00	3.515963e+00	3.999533e+00	4.011908e+00	1.736813e+00	-2.032148e+00	-3.594515e+00	-4.737117e+00	-5.244332e+00	1.937621e+00	3.627089e+01	3.820851e+01
3740	0.0855931	0.0530184	0.840888	6	-4.083449e+00	2.117006e+00	3.518605e+00	4.002175e+00	4.014549e+00	1.736550e+00	-2.041125e+00	-3.600590e+00	-4.737383e+00	-5.244600e+00	1.979855e+00	3.518816e+01	3.716801e+01
3750	0.0811128	0.0539513	0.84779	6	-4.080814e+00	2.119641e+00	3.521239e+00	4.004810e+00	4.008485e+00	1.727588e+00	-2.044281e+00	-3.600851e+00	-4.734749e+00	-5.241965e+00	2.014104e+00	3.284995e+01	3.486405e+01
3760	0.0839731	0.0535564	0.847513	7	-4.078187e+00	2.122268e+00	3.523867e+00	4.007437e+00	4.011113e+00	1.721541e+00	-2.050327e+00	-3.606893e+00	-4.735009e+00	-5.239337e+00	1.988149e+00	3.474546e+01	3.673361e+01
3770	0.0947308	0.0518812	0.788458	7	-4.075566e+00	2.124889e+00	3.526488e+00	4.010058e+00	4.013734e+00	1.724162e+00	-2.056359e+00	-3.618685e+00	-4.738152e+00	-5.236716e+00	1.902304e+00	3.678036e+01	3.868266e+01
3780	0.0955291	0.0507892	0.769408	8	-4.072952e+00	2.127503e+00	3.529102e+00	4.012672e+00	4.016348e+00	1.726776e+00	-2.053745e+00	-3.618944e+00	-4.749914e+00	-5.245607e+00	1.915370e+00	3.866301e+01	4.057838e+01
3790	0.0994586	0.0503018	0.768482	9	-4.070345e+00	2.130110e+00	3.531709e+00	4.015280e+00	4.018955e+00	1.729383e+00	-2.054005e+00	-3.624942e+00	-4.755911e+00	-5.251603e+00	1.884916e+00	3.807284e+01	3.995776e+01
3800	0.0968525	0.0509429	0.779014	8	-4.067744e+00	2.132711e+00	3.534310e+00	4.017880e+00	4.021556e+00	1.731984e+00	-2.051405e+00	-3.622341e+00	-4.761890e+00	-5.269029e+00	1.898680e+00	3.817788e+01	4.007656e+01
3810	0.0942423	0.0509066	0.783859	7	-4.065150e+00	2.135305e+00	3.536903e+00	4.020474e+00	4.024149e+00	1.734577e+00	-2.048811e+00	-3.628305e+00	-4.770708e+00	-5.274997e+00	1.926480e+00	3.825633e+01	4.018281e+01
3820	0.0915236	0.0515427	0.808279	6	-4.062563e+00	2.137892e+00	3.539490e+00	4.023061e+00	4.023892e+00	1.722939e+00	-2.054763e+00	-3.628566e+00	-4.768121e+00	-5.272410e+00	1.942869e+00	3.701754e+01	3.896041e+01
3830	0.0901819	0.0514225	0.803196	8	-4.059983e+00	2.140472e+00	3.542071e+00	4.025641e+00	4.026472e+00	1.722679e+00	-2.057863e+00	-3.631666e+00	-4.771213e+00	-5.278339e+00	1.959718e+00	3.673208e+01	3.869179e+01
3840	0.0952203	0.0515257	0.79985	8	-4.057409e+00	2.143046e+00	3.544644e+00	4.028215e+00	4.029046e+00	1.725253e+00	-2.058123e+00	-3.634760e+00	-4.774300e+00	-5.289915e+00	1.904120e+00	3.684041e+01	3.874453e+01
3850	0.0951656	0.0503164	0.735457	9	-4.054842e+00	2.145613e+00	3.547211e+00	4.030782e+00	4.031613e+00	1.727820e+00	-2.055556e+00	-3.635018e+00	-4.780205e+00	-5.304289e+00	1.928521e+00	3.521730e+01	3.714582e+01
3860	0.10166	0.0495417	0.75039	7	-4.052282e+00	2.148173e+00	3.549772e+00	4.033342e+00	4.034173e+00	1.730381e+00	-2.052995e+00	-3.635270e+00	-4.786091e+00	-5.318634e+00	1.878226e+00	3.812822e+01	4.000645e+01
3870	0.100817	0.0492291	0.736265	7	-4.049728e+00	2.150727e+00	3.552326e+00	4.035896e+00	4.036727e+00	1.732935e+00	-2.050441e+00	-3.635523e+00	-4.794777e+00	-5.330127e+00	1.892884e+00	3.797524e+01	3.986812e+01
3880	0.0993969	0.049534	0.76045	7	-4.047180e+00	2.153275e+00	3.554873e+00	4.038444e+00	4.039275e+00	1.735482e+00	-2.050695e+00	-3.644180e+00	-4.803441e+00	-5.330384e+00	1.900912e+00	3.724768e+01	3.914859e+01
3890	0.103992	0.0482575	0.722987	7	-4.044639e+00	2.155816e+00	3.557414e+00	4.040985e+00	4.041816e+00	1.729641e+00	-2.056539e+00	-3.650024e+00	-4.803699e+00	-5.327843e+00	1.881573e+00	3.570169e+01	3.758327e+01
3900	0.101886	0.0499688	0.748999	8	-4.042105e+00	2.158350e+00	3.559949e+00	4.043519e+00	4.044350e+00	1.732176e+00	-2.059582e+00	-3.655853e+00	-4.809526e+00	-5.330886e+00	1.867415e+00	3.823925e+01	4.010667e+01
3910	0.0970429	0.0507996	0.751807	6	-4.039577e+00	2.160878e+00	3.562477e+00	4.046047e+00	4.046878e+00	1.731925e+00	-2.062610e+00	-3.658888e+00	-4.812562e+00	-5.336704e+00	1.899555e+00	3.758985e+01	3.948940e+01
3920	0.10333	0.0500776	0.754435	6	-4.037055e+00	2.163400e+00	3.564999e+00	4.048569e+00	4.049400e+00	1.726126e+00	-2.073957e+00	-3.661917e+00	-4.810040e+00	-5.334182e+00	1.851099e+00	3.702027e+01	3.887137e+01
3930	0.0980601	0.0500391	0.759234	6	-4.034540e+00	2.165915e+00	3.567514e+00	4.051084e+00	4.051915e+00	1.725873e+00	-2.085275e+00	-3.670469e+00	-4.807525e+00	-5.331667e+00	1.904283e+00	3.858580e+01	4.049008e+01
3940	0.107224	0.049892	0.744023	4	-4.032031e+00	2.168424e+00	3.570023e+00	4.053594e+00	4.048910e+00	1.714580e+00	-2.091049e+00	-3.667960e+00	-4.805016e+00	-5.329158e+00	1.817462e+00	3.454695e+01	3.636441e+01
3950	0.0995478	0.0496509	0.754376	5	-4.029528e+00	2.170927e+00	3.572526e+00	4.056096e+00	4.037639e+00	1.706077e+00	-2.091297e+00	-3.665457e+00	-4.802513e+00	-5.326655e+00	1.897043e+00	3.818775e+01	4.008479e+01
3960	0.0999079	0.0498756	0.737647	6	-4.027031e+00	2.173424e+00	3.575023e+00	4.058593e+00	4.040135e+00	1.708574e+00	-2.097038e+00	-3.676693e+00	-4.805510e+00	-5.324158e+00	1.888924e+00	3.828744e+01	4.017636e+01
3970	0.104341	0.0496556	0.72452	7	-4.024541e+00	2.175914e+00	3.577513e+00	4.061083e+00	4.042626e+00	1.711064e+00	-2.094548e+00	-3.679681e+00	-4.811236e+00	-5.335366e+00	1.849757e+00	3.707428e+01	3.892404e+01
3980	0.10318	0.0494975	0.760293	9	-4.022057e+00	2.178398e+00	3.579997e+00	4.063567e+00	4.045110e+00	1.705347e+00	-2.100265e+00	-3.679929e+00	-4.811483e+00	-5.338342e+00	1.864203e+00	3.630501e+01	3.816922e+01
3990	0.0980927	0.049618	0.738891	5	-4.019579e+00	2.180876e+00	3.582475e+00	4.066045e+00	4.047588e+00	1.699654e+00	-2.100512e+00	-3.680176e+00	-4.817188e+00	-5.341319e+00	1.912398e+00	3.765228e+01	3.956468e+01
4000	0.101099	0.0496356	0.737838	6	-4.017107e+00	2.183348e+00	3.584947e+00	4.068517e+00	4.044616e+00	1.696687e+00	-2.108913e+00	-3.683140e+00	-4.814716e+00	-5.338847e+00	1.881878e+00	3.850555e+01	4.038743e+01
4010	0.104683	0.0491807	0.718683	8	-4.014641e+00	2.185814e+00	3.587413e+00	4.070983e+00	4.047082e+00	1.696438e+00	-2.111876e+00	-3.683388e+00	-4.820383e+00	-5.344514e+00	1.856041e+00	3.757317e+01	3.942922e+01
4020	0.10669	0.0489062	0.70308	7	-4.012181e+00	2.188274e+00	3.589873e+00	4.073443e+00	4.049542e+00	1.698897e+00	-2.109416e+00	-3.686339e+00	-4.823334e+00	-5.358289e+00	1.842431e+00	3.612505e+01	3.796748e+01
4030	0.101705	0.0492895	0.721924	5	-4.009728e+00	2.190727e+00	3.592326e+00	4.075897e+00	4.051995e+00	1.695958e+00	-2.112358e+00	-3.689286e+00	-4.828983e+00	-5.358535e+00	1.882872e+00	3.753320e+01	3.941607e+01
4040	0.109337	0.0488556	0.726531	9	-4.007280e+00	2.193175e+00	3.594774e+00	4.078344e+00	4.054443e+00	1.698406e+00	-2.112605e+00	-3.692226e+00	-4.837305e+00	-5.364158e+00	1.818600e+00	3.590918e+01	3.772778e+01
4050	0.106781	0.049645	0.710818	7	-4.004838e+00	2.195617e+00	3.597216e+00	4.080786e+00	4.056885e+00	1.698163e+00	-2.115532e+00	-3.695153e+00	-4.840237e+00	-5.369781e+00	1.826620e+00	3.422425e+01	3.605087e+01
4060	0.106306	0.0491691	0.723864	7	-4.002402e+00	2.198053e+00	3.599651e+00	4.083222e+00	4.059321e+00	1.692556e+00	-2.121137e+00	-3.700751e+00	-4.840478e+00	-5.367345e+00	1.840743e+00	3.743178e+01	3.927252e+01
4070	0.101574	0.0491403	0.719384	5	-3.999973e+00	2.200482e+00	3.602081e+00	4.085652e+00	4.061750e+00	1.686970e+00	-2.129397e+00	-3.703667e+00	-4.840724e+00	-5.364915e+00	1.887189e+00	3.718940e+01	3.907658e+01
4080	0.108419	0.047814	0.719384	8	-3.997549e+00	2.202906e+00	3.604505e+00	4.088075e+00	4.064174e+00	1.676057e+00	-2.134972e+00	-3.703907e+00	-4.840964e+00	-5.362491e+00	1.848582e+00	3.414971e+01	3.599829e+01
4090	0.100925	0.050385	0.758194	6	-3.995131e+00	2.205324e+00	3.606923e+00	4.090494e+00	4.066592e+00	1.675818e+00	-2.137869e+00	-3.704148e+00	-4.841205e+00	-5.373381e+00	1.868618e+00	3.784074e+01	3.970935e+01
4100	0.0992676	0.0492891	0.741707	8	-3.992718e+00	2.207737e+00	3.609335e+00	4.092906e+00	4.069005e+00	1.678230e+00	-2.135457e+00	-3.704392e+00	-4.846752e+00	-5.386888e+00	1.907158e+00	3.752390e+01	3.943106e+01
4110	0.10079	0.0500344	0.765855	8	-3.990312e+00	2.210143e+00	3.611742e+00	4.095312e+00	4.071411e+00	1.680636e+00	-2.133051e+00	-3.704636e+00	-4.854932e+00	-5.397715e+00	1.876954e+00	3.759876e+01	3.947571e+01
4120	0.101562	0.0494318	0.713432	9	-3.987911e+00	2.212544e+00	3.614143e+00	4.097713e+00	4.073812e+00	1.683037e+00	-2.130650e+00	-3.704874e+00	-4.863094e+00	-5.408521e+00	1.881403e+00	3.606499e+01	3.794640e+01
4130	0.106586	0.0488812	0.723698	9	-3.985516e+00	2.214939e+00	3.616538e+00	4.100108e+00	4.076207e+00	1.685432e+00	-2.128255e+00	-3.705114e+00	-4.868603e+00	-5.421930e+00	1.843925e+00	3.746317e+01	3.930709e+01
4140	0.0994699	0.0496351	0.729436	7	-3.983127e+00	2.217328e+00	3.618927e+00	4.102497e+00	4.078596e+00	1.685193e+00	-2.131122e+00	-3.710606e+00	-4.871470e+00	-5.424802e+00	1.898143e+00	3.750431e+01	3.940245e+01
4150	0.101877	0.0496934	0.749228	8	-3.980744e+00	2.219711e+00	3.621310e+00	4.104881e+00	4.080979e+00	1.687577e+00	-2.128738e+00	-3.710844e+00	-4.879573e+00	-5.435529e+00	1.873033e+00	3.832020e+01	4.019323e+01
4160	0.0942048	0.0509567	0.780746	6	-3.978366e+00	2.222089e+00	3.623688e+00	4.107258e+00	4.083357e+00	1.689955e+00	-2.128973e+00	-3.713698e+00	-4.887659e+00	-5.440999e+00	1.925886e+00	3.843846e+01	4.036435e+01
4170	0.0968521	0.0511436	0.770181	7	-3.975994e+00	2.224461e+00	3.626060e+00	4.109631e+00	4.085729e+00	1.681890e+00	-2.137039e+00	-3.716545e+00	-4.885287e+00	-5.438627e+00	1.894738e+00	3.789266e+01	3.978740e+01
4180	0.096437	0.0508284	0.770423	5	-3.973627e+00	2.226828e+00	3.628427e+00	4.111997e+00	4.088096e+00	1.673842e+00	-2.142483e+00	-3.719383e+00	-4.885522e+00	-5.436260e+00	1.905210e+00	3.862344e+01	4.052865e+01
4190	0.0993912	0.050612	0.76143	4	-3.971266e+00	2.229189e+00	3.630788e+00	4.114358e+00	4.082664e+00	1.665814e+00	-2.145315e+00	-3.719618e+00	-4.883161e+00	-5.433899e+00	1.879435e+00	3.809438e+01	3.997381e+01
4200	0.094768	0.0509185	0.758565	5	-3.968910e+00	2.231545e+00	3.633143e+00	4.116714e+00	4.082425e+00	1.652621e+00	-2.148138e+00	-3.719852e+00	-4.880806e+00	-5.431544e+00	1.920744e+00	3.772433e+01	3.964507e+01
4210	0.0938844	0.0509965	0.773679	9	-3.966561e+00	2.233894e+00	3.635493e+00	4.119064e+00	4.084775e+00	1.652386e+00	-2.153547e+00	-3.725257e+00	-4.883623e+00	-5.431776e+00	1.928471e+00	3.840436e+01	4.033283e+01
4220	0.0905184	0.0518322	0.78188	7	-3.964216e+00	2.236239e+00	3.637838e+00	4.121408e+00	4.087120e+00	1.654730e+00	-2.153782e+00	-3.730647e+00	-4.891595e+00	-5.434590e+00	1.948082e+00	3.694876e+01	3.889684e+01
4230	0.0891178	0.0516671	0.809441	7	-3.961877e+00	2.238578e+00	3.640177e+00	4.123747e+00	4.089459e+00	1.657069e+00	-2.154019e+00	-3.738597e+00	-4.899546e+00	-5.434825e+00	1.966571e+00	3.636363e+01	3.833020e+01
4240	0.0916287	0.0523772	0.816768	5	-3.959544e+00	2.240911e+00	3.642510e+00	4.126080e+00	4.091792e+00	1.654273e+00	-2.159385e+00	-3.741399e+00	-4.902348e+00	-5.435059e+00	1.925563e+00	3.634741e+01	3.827298e+01
4250	0.0933927	0.0524261	0.809003	6	-3.957216e+00	2.243239e+00	3.644838e+00	4.128408e+00	4.094120e+00	1.648915e+00	-2.169860e+00	-3.744191e+00	-4.900020e+00	-5.432731e+00	1.905835e+00	3.534236e+01	3.724820e+01
4260	0.0842163	0.053905	0.830661	5	-3.954893e+00	2.245562e+00	3.647161e+00	4.130731e+00	4.091331e+00	1.630801e+00	-2.167537e+00	-3.741868e+00	-4.897697e+00	-5.430408e+00	1.978775e+00	3.435699e+01	3.633577e+01
4270	0.086876	0.0530333	0.825433	5	-3.952576e+00	2.247879e+00	3.649478e+00	4.133048e+00	4.093648e+00	1.620374e+00	-2.175418e+00	-3.742099e+00	-4.895380e+00	-5.428091e+00	1.965109e+00	3.624333e+01	3.820844e+01
4280	0.0917645	0.0522231	0.800625	6	-3.950264e+00	2.250191e+00	3.651790e+00	4.135360e+00	4.095960e+00	1.617595e+00	-2.180732e+00	-3.747416e+00	-4.898154e+00	-5.425779e+00	1.927079e+00	3.718945e+01	3.911653e+01
4290	0.0917645	0.0513707	0.792923	8	-3.947958e+00	2.252497e+00	3.654096e+00	4.137667e+00	4.098267e+00	1.614823e+00	-2.183503e+00	-3.752718e+00	-4.903454e+00	-5.423473e+00	1.943646e+00	3.789301e+01	3.983666e+01
4300	0.098138	0.0515068	0.78217	8	-3.945656e+00	2.254799e+00	3.656397e+00	4.139968e+00	4.100568e+00	1.617124e+00	-2.188797e+00	-3.763075e+00	-4.906213e+00	-5.421171e+00	1.874500e+00	3.565629e+01	3.753079e+01
4310	0.0952096	0.0503329	0.762884	6	-3.943360e+00	2.257095e+00	3.658693e+00	4.142264e+00	4.102864e+00	1.619420e+00	-2.191548e+00	-3.770882e+00	-4.911496e+00	-5.421401e+00	1.927734e+00	3.816609e+01	4.009383e+01
4320	0.0939646	0.0504435	0.776306	6	-3.941070e+00	2.259385e+00	3.660984e+00	4.144554e+00	4.105155e+00	1.611635e+00	-2.196813e+00	-3.773635e+00	-4.911727e+00	-5.419111e+00	1.938560e+00	3.749244e+01	3.943100e+01
4330	0.100447	0.0511197	0.738248	6	-3.938784e+00	2.261671e+00	3.663270e+00	4.146840e+00	4.107440e+00	1.611407e+00	-2.202066e+00	-3.778893e+00	-4.914473e+00	-5.419341e+00	1.858852e+00	3.235788e+01	3.421673e+01
4340	0.0965501	0.0504173	0.757255	5	-3.936504e+00	2.263951e+00	3.665550e+00	4.149120e+00	4.109720e+00	1.603655e+00	-2.207312e+00	-3.781628e+00	-4.914701e+00	-5.417060e+00	1.912185e+00	3.858750e+01	4.049968e+01
4350	0.0953742	0.0508415	0.763003	7	-3.934229e+00	2.266226e+00	3.667825e+00	4.151395e+00	4.111995e+00	1.595913e+00	-2.212542e+00	-3.786857e+00	-4.912426e+00	-5.414785e+00	1.915944e+00	3.836829e+01	4.028423e+01
4360	0.101365	0.0504568	0.745746	7	-3.931959e+00	2.268496e+00	3.670095e+00	4.153665e+00	4.114265e+00	1.598183e+00	-2.215265e+00	-3.797070e+00	-4.917648e+00	-5.412515e+00	1.862830e+00	3.709203e+01	3.895486e+01
4370	0.099542	0.0494516	0.758389	8	-3.929694e+00	2.270761e+00	3.672360e+00	4.155930e+00	4.116530e+00	1.597957e+00	-2.222968e+00	-3.802278e+00	-4.920364e+00	-5.410251e+00	1.901116e+00	3.716598e+01	3.906710e+01
4380	0.0985104	0.0503864	0.759805	8	-3.927435e+00	2.273020e+00	3.674619e+00	4.158189e+00	4.118790e+00	1.600217e+00	-2.220708e+00	-3.800019e+00	-4.925557e+00	-5.425394e+00	1.892793e+00	3.871059e+01	4.060339e+01
4390	0.0960155	0.0498242	0.766504	9	-3.925180e+00	2.275275e+00	3.676874e+00	4.160444e+00	4.121044e+00	1.602471e+00	-2.220936e+00	-3.805208e+00	-4.928263e+00	-5.433053e+00	1.929536e+00	3.682047e+01	3.875001e+01
4400	0.0925749	0.0508458	0.773694	5	-3.922931e+00	2.277524e+00	3.679123e+00	4.162693e+00	4.123294e+00	1.597303e+00	-2.223634e+00	-3.810385e+00	-4.930966e+00	-5.430804e+00	1.945302e+00	3.766309e+01	3.960839e+01
4410	0.0932107	0.0508458	0.766222	8	-3.920686e+00	2.279769e+00	3.681368e+00	4.164938e+00	4.125538e+00	1.587199e+00	-2.228797e+00	-3.810607e+00	-4.931188e+00	-5.428559e+00	1.938553e+00	3.773216e+01	3.967072e+01
4420	0.096107	0.0507303	0.781402	7	-3.918447e+00	2.282008e+00	3.683607e+00	4.167177e+00	4.127777e+00	1.584514e+00	-2.236409e+00	-3.815759e+00	-4.931414e+00	-5.426320e+00	1.910550e+00	3.819818e+01	4.010873e+01
4430	0.101817	0.0499837	0.776207	8	-3.916212e+00	2.284243e+00	3.685841e+00	4.169412e+00	4.130012e+00	1.586748e+00	-2.236634e+00	-3.818443e+00	-4.936554e+00	-5.433912e+00	1.867803e+00	3.530014e+01	3.716795e+01
4440	0.104178	0.0490035	0.725746	7	-3.913983e+00	2.286472e+00	3.688071e+00	4.171641e+00	4.132241e+00	1.588977e+00	-2.234405e+00	-3.818664e+00	-4.939227e+00	-5.448854e+00	1.864518e+00	3.796092e+01	3.982543e+01
4450	0.108002	0.0488585	0.709276	8	-3.911759e+00	2.288696e+00	3.690295e+00	4.173865e+00	4.134466e+00	1.591202e+00	-2.234629e+00	-3.821335e+00	-4.946789e+00	-5.453967e+00	1.831018e+00	3.664303e+01	3.847405e+01
4460	0.102651	0.0494485	0.723304	8	-3.909539e+00	2.290916e+00	3.692515e+00	4.176085e+00	4.136685e+00	1.593421e+00	-2.234853e+00	-3.824002e+00	-4.951891e+00	-5.461510e+00	1.870362e+00	3.770438e+01	3.957474e+01
4470	0.104905	0.0493214	0.749297	6	-3.907324e+00	2.293130e+00	3.694729e+00	4.178300e+00	4.138900e+00	1.595636e+00	-2.235072e+00	-3.824221e+00	-4.956984e+00	-5.471481e+00	1.851059e+00	3.665160e+01	3.850266e+01
