iter	ka(1)	ke(1)	F(1)	LnPrior	LnData	LnPosterior
236	0.106251	0.0489568	0.721847	1.845570e+00	3.757886e+01	3.942443e+01
237	0.106251	0.0489568	0.721847	1.845570e+00	3.757886e+01	3.942443e+01
238	0.106251	0.0489568	0.721847	1.845570e+00	3.757886e+01	3.942443e+01
239	0.106251	0.0489568	0.721847	1.845570e+00	3.757886e+01	3.942443e+01
240	0.106251	0.0489568	0.721847	1.845570e+00	3.757886e+01	3.942443e+01
241	0.106251	0.0489568	0.721847	1.845570e+00	3.757886e+01	3.942443e+01
242	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
243	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
244	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
245	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
246	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
247	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
248	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
249	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
250	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
251	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
252	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
253	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
254	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
255	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
256	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
257	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
258	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
259	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
260	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
261	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
262	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
263	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
264	0.106251	0.0489568	0.72314	1.845570e+00	3.758357e+01	3.942914e+01
265	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
266	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
267	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
268	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
269	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
270	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
271	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
272	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
273	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
274	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
275	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
276	0.106251	0.0489568	0.723018	1.845570e+00	3.758367e+01	3.942924e+01
