iter	t1(1)	t2(1)	t3(1)	LnPrior	LnData	LnPosterior
6610	1.97276	5.18311	7.06301	-1.135897e+00	1.903186e+01	1.789596e+01
6615	1.97276	5.10637	7.02596	-1.010786e+00	2.159425e+01	2.058346e+01
6620	1.97276	4.9864	7.02596	-9.885279e-01	2.270538e+01	2.171685e+01
6625	2.07259	5.02181	7.02596	-9.981643e-01	2.223250e+01	2.123433e+01
6630	2.02126	4.99599	6.9154	-7.794601e-01	2.208862e+01	2.130916e+01
6635	2.02126	4.93634	7.00895	-9.604743e-01	2.240087e+01	2.144040e+01
6640	1.89399	5.03846	7.00895	-9.769023e-01	2.157068e+01	2.059378e+01
6645	1.94037	4.96412	6.98846	-9.202650e-01	2.235401e+01	2.143374e+01
6650	2.07409	5.11083	6.98846	-9.461259e-01	2.107827e+01	2.013215e+01
6655	2.07409	4.96524	7.01721	-9.818160e-01	2.216707e+01	2.118526e+01
6660	2.07507	4.94439	7.02076	-9.932439e-01	2.194667e+01	2.095343e+01
6665	2.07507	4.88362	7.0237	-1.020274e+00	2.087148e+01	1.985121e+01
6670	1.93583	4.99377	7.0237	-9.902282e-01	2.238766e+01	2.139743e+01
6675	2.08519	5.13436	7.00853	-1.001222e+00	2.032929e+01	1.932807e+01
6680	1.99984	5.00003	6.94902	-8.366426e-01	2.259888e+01	2.176224e+01
6685	2.03885	5.01915	6.94902	-8.403952e-01	2.241538e+01	2.157499e+01
6690	2.0902	4.9995	6.97141	-8.941365e-01	2.196996e+01	2.107582e+01
6695	1.8935	4.95313	6.97507	-9.118691e-01	2.141880e+01	2.050693e+01
6700	2.03911	4.96255	6.9887	-9.169118e-01	2.255698e+01	2.164006e+01
6705	2.01613	4.99429	7.05402	-1.047856e+00	2.255148e+01	2.150363e+01
6710	1.83113	5.05998	6.96987	-9.391785e-01	1.952115e+01	1.858198e+01
6715	1.82146	5.12318	6.96987	-9.690512e-01	1.801930e+01	1.705025e+01
6720	2.20407	5.01257	6.96401	-9.476272e-01	1.853224e+01	1.758461e+01
6725	1.79938	4.83053	7.00783	-1.087119e+00	1.585833e+01	1.477121e+01
6730	2.0004	4.93679	6.92181	-7.972395e-01	2.182967e+01	2.103243e+01
6735	1.9194	4.95985	7.03061	-1.012703e+00	2.194615e+01	2.093344e+01
6740	1.84045	5.01029	7.06037	-1.112555e+00	1.991245e+01	1.879989e+01
6745	2.11971	5.02759	7.10024	-1.184170e+00	2.034817e+01	1.916400e+01
6750	2.09866	4.91202	7.10024	-1.188935e+00	2.010050e+01	1.891156e+01
6755	2.07591	5.08018	7.09338	-1.161990e+00	2.078194e+01	1.961995e+01
6760	2.07591	5.00086	7.0954	-1.153919e+00	2.138659e+01	2.023267e+01
6765	2.07591	4.97449	6.92747	-8.116894e-01	2.168435e+01	2.087266e+01
6770	2.07591	4.95425	6.92747	-8.145751e-01	2.153631e+01	2.072173e+01
6775	1.90448	5.05164	7.00979	-9.767619e-01	2.166524e+01	2.068848e+01
6780	2.1266	4.91825	7.00979	-9.986018e-01	2.057178e+01	1.957318e+01
6785	2.12804	4.97474	7.01473	-9.973666e-01	2.113809e+01	2.014072e+01
6790	1.99374	4.95353	6.87563	-7.199885e-01	2.106165e+01	2.034166e+01
6795	1.97375	5.07648	6.87563	-7.286688e-01	2.063925e+01	1.991058e+01
6800	1.97375	4.92295	6.9939	-9.345213e-01	2.218278e+01	2.124826e+01
6805	1.97375	4.90872	6.9939	-9.393107e-01	2.193931e+01	2.100000e+01
6810	1.97375	4.98667	6.97279	-8.821990e-01	2.269805e+01	2.181585e+01
6815	1.94685	4.99887	6.9266	-8.030366e-01	2.202369e+01	2.122065e+01
6820	1.94685	5.06966	6.9266	-8.127397e-01	2.154435e+01	2.073161e+01
6825	1.94391	5.05245	7.09308	-1.148672e+00	2.140608e+01	2.025741e+01
6830	1.94391	5.00061	6.9368	-8.212900e-01	2.213335e+01	2.131206e+01
6835	2.00482	5.05702	7.06549	-1.079519e+00	2.211640e+01	2.103688e+01
6840	2.00637	4.92108	7.0889	-1.139554e+00	2.143973e+01	2.030017e+01
6845	2.00637	4.95019	7.00438	-9.472398e-01	2.260681e+01	2.165957e+01
6850	1.8738	4.92541	6.94431	-8.712007e-01	2.035620e+01	1.948499e+01
6855	1.86283	5.03254	6.94431	-8.679701e-01	2.053255e+01	1.966458e+01
6860	1.87372	5.06715	6.95295	-8.846401e-01	2.057000e+01	1.968536e+01
6865	2.08882	4.97814	6.97003	-8.919985e-01	2.193684e+01	2.104485e+01
6870	2.14953	5.06248	7.02233	-1.031579e+00	2.018905e+01	1.915747e+01
6875	2.15254	5.07158	6.91312	-8.315124e-01	1.925336e+01	1.842185e+01
6880	2.15239	4.97627	6.91312	-8.223010e-01	1.970483e+01	1.888252e+01
6885	2.15239	4.91502	6.91312	-8.356162e-01	1.902549e+01	1.818988e+01
6890	2.05115	5.0306	6.91312	-7.818373e-01	2.174648e+01	2.096465e+01
6895	1.92792	5.02152	7.02278	-9.913131e-01	2.224256e+01	2.125125e+01
6900	1.92792	4.88136	7.01617	-1.004802e+00	2.087683e+01	1.987203e+01
6905	1.92792	5.07295	7.03246	-1.021460e+00	2.170377e+01	2.068231e+01
6910	1.92792	4.99795	7.00483	-9.535172e-01	2.233393e+01	2.138041e+01
6915	2.10517	5.06884	6.99562	-9.562745e-01	2.128581e+01	2.032954e+01
6920	1.98493	5.03298	6.89978	-7.556723e-01	2.171290e+01	2.095723e+01
6925	1.98493	4.99547	6.98862	-9.113899e-01	2.282635e+01	2.191496e+01
6930	2.01324	5.01357	7.02261	-9.803688e-01	2.278565e+01	2.180528e+01
6935	2.07535	4.98377	6.96639	-8.803159e-01	2.215506e+01	2.127474e+01
6940	2.00267	5.00598	6.96113	-8.587720e-01	2.270693e+01	2.184816e+01
6945	2.00267	5.00107	7.05551	-1.050600e+00	2.256335e+01	2.151275e+01
6950	2.00267	4.88832	7.05518	-1.074812e+00	2.129478e+01	2.021997e+01
6955	1.83436	4.97296	7.07857	-1.159219e+00	1.939142e+01	1.823220e+01
6960	1.98884	4.97296	7.0111	-9.575586e-01	2.276626e+01	2.180870e+01
6965	2.03565	5.09094	7.09525	-1.161129e+00	2.101321e+01	1.985209e+01
6970	2.03565	5.03621	7.01798	-9.751661e-01	2.258374e+01	2.160857e+01
6975	2.04107	4.9225	7.04003	-1.032050e+00	2.192960e+01	2.089755e+01
6980	1.97563	5.06581	7.05681	-1.063318e+00	2.205463e+01	2.099132e+01
6985	1.97563	5.06392	6.93228	-8.164990e-01	2.193074e+01	2.111424e+01
6990	1.97563	5.18581	6.95472	-9.171825e-01	1.912741e+01	1.821023e+01
6995	1.97563	5.16866	7.01545	-1.022865e+00	1.992965e+01	1.890679e+01
7000	1.97563	5.03633	7.10781	-1.176096e+00	2.151191e+01	2.033581e+01
7005	1.97563	5.01204	7.0036	-9.421130e-01	2.279146e+01	2.184934e+01
7010	1.97563	5.0694	7.0036	-9.514559e-01	2.232613e+01	2.137467e+01
7015	1.97563	4.90431	6.92306	-8.108627e-01	2.126193e+01	2.045106e+01
7020	1.97563	4.94988	7.06269	-1.072851e+00	2.215733e+01	2.108448e+01
7025	1.97563	4.98833	6.9769	-8.897281e-01	2.273359e+01	2.184387e+01
7030	1.83473	5.0651	7.04535	-1.091330e+00	1.946977e+01	1.837844e+01
7035	2.16644	5.10069	7.01271	-1.034824e+00	1.905778e+01	1.802296e+01
7040	1.95646	5.04449	7.03982	-1.023967e+00	2.232114e+01	2.129717e+01
7045	1.95646	5.04294	7.01946	-9.805486e-01	2.245468e+01	2.147413e+01
7050	1.95646	4.9937	7.01946	-9.769400e-01	2.263186e+01	2.165492e+01
7055	1.95646	4.91905	7.05169	-1.059011e+00	2.173822e+01	2.067921e+01
7060	1.95646	5.11962	7.05169	-1.074525e+00	2.097623e+01	1.990170e+01
7065	1.91929	4.93481	6.92675	-8.191666e-01	2.121424e+01	2.039507e+01
7070	1.91929	5.05184	7.14236	-1.277057e+00	1.990213e+01	1.862508e+01
7075	2.17648	5.06248	7.12178	-1.276715e+00	1.786619e+01	1.658948e+01
7080	1.88519	4.9433	7.08681	-1.154876e+00	2.044503e+01	1.929015e+01
7085	2.01968	5.02736	7.03032	-9.981481e-01	2.266829e+01	2.167015e+01
7090	2.01968	5.06254	6.96742	-8.789703e-01	2.233256e+01	2.145359e+01
7095	1.92933	4.97859	7.00692	-9.582407e-01	2.230411e+01	2.134587e+01
7100	1.95654	5.02699	6.94774	-8.395807e-01	2.232150e+01	2.148192e+01
7105	1.95654	5.14324	6.97594	-9.312482e-01	2.055631e+01	1.962507e+01
7110	2.03643	4.96544	6.97594	-8.914783e-01	2.255126e+01	2.165978e+01
7115	1.99342	5.05609	6.92594	-8.026321e-01	2.199041e+01	2.118778e+01
7120	1.99342	4.97415	6.99792	-9.306726e-01	2.279177e+01	2.186109e+01
7125	1.99342	5.06915	6.95892	-8.642695e-01	2.221370e+01	2.134943e+01
7130	1.99342	4.92947	6.93219	-8.170198e-01	2.187944e+01	2.106242e+01
7135	1.99342	4.9006	6.93524	-8.321170e-01	2.142169e+01	2.058957e+01
7140	1.99342	5.05311	6.93524	-8.179968e-01	2.215420e+01	2.133620e+01
7145	2.08686	5.10652	6.94514	-8.674800e-01	2.066980e+01	1.980232e+01
7150	2.15216	4.98303	7.00769	-9.957780e-01	2.050895e+01	1.951317e+01
7155	2.02139	5.02608	7.06929	-1.083851e+00	2.227969e+01	2.119584e+01
7160	2.02139	5.02092	6.96829	-8.737850e-01	2.267633e+01	2.180255e+01
7165	2.02139	5.02092	6.9755	-8.873863e-01	2.271816e+01	2.183077e+01
7170	2.02139	5.0472	6.93258	-8.130283e-01	2.213852e+01	2.132550e+01
7175	2.02139	5.00443	6.93874	-8.193335e-01	2.243536e+01	2.161603e+01
7180	2.15017	5.00097	6.96905	-9.185292e-01	2.050464e+01	1.958611e+01
7185	2.15017	4.96935	7.06398	-1.116536e+00	2.010164e+01	1.898510e+01
7190	2.17085	4.93832	6.96709	-9.357455e-01	1.943286e+01	1.849712e+01
7195	2.17085	5.0051	7.17219	-1.395516e+00	1.696077e+01	1.556525e+01
7200	1.95867	5.10991	6.9908	-9.427532e-01	2.147473e+01	2.053198e+01
7205	2.0696	4.87141	6.97657	-9.304078e-01	2.064242e+01	1.971201e+01
7210	2.0696	4.9296	6.97657	-9.072493e-01	2.181842e+01	2.091117e+01
7215	2.01398	5.05856	6.92397	-8.001558e-01	2.191876e+01	2.111860e+01
7220	2.00473	5.11524	7.1349	-1.266195e+00	1.971281e+01	1.844662e+01
7225	1.94563	5.00021	6.95575	-8.547210e-01	2.236067e+01	2.150595e+01
7230	1.94563	4.85523	7.07286	-1.137568e+00	1.990446e+01	1.876690e+01
7235	1.98964	4.91194	7.00542	-9.600196e-01	2.206066e+01	2.110064e+01
7240	2.04851	5.00671	6.9477	-8.390612e-01	2.234825e+01	2.150919e+01
7245	1.98705	5.00671	6.83995	-6.649587e-01	2.023841e+01	1.957345e+01
7250	1.98705	5.03437	6.94251	-8.277362e-01	2.239487e+01	2.156713e+01
7255	1.98705	5.02913	7.03029	-9.978471e-01	2.267762e+01	2.167977e+01
7260	1.96402	5.01561	6.88058	-7.261649e-01	2.125524e+01	2.052907e+01
7265	1.94729	4.99405	7.08836	-1.131371e+00	2.180093e+01	2.066956e+01
7270	2.01321	5.01402	7.10156	-1.157902e+00	2.180452e+01	2.064662e+01
7275	2.01321	4.98089	6.98374	-9.024961e-01	2.278370e+01	2.188120e+01
7280	1.89879	4.90948	6.97873	-9.286352e-01	2.093711e+01	2.000848e+01
7285	1.98846	4.92684	7.01592	-9.767214e-01	2.228081e+01	2.130409e+01
7290	1.98846	5.07341	6.94803	-8.459006e-01	2.203984e+01	2.119393e+01
7295	1.94625	4.99307	6.9828	-9.054748e-01	2.253319e+01	2.162772e+01
7300	1.94625	5.00251	6.88821	-7.406011e-01	2.129396e+01	2.055336e+01
7305	1.99705	5.01918	6.99111	-9.165380e-01	2.282264e+01	2.190610e+01
7310	1.9069	5.01609	6.99111	-9.336360e-01	2.195036e+01	2.101673e+01
7315	1.90936	4.97179	6.93369	-8.275916e-01	2.149317e+01	2.066558e+01
7320	2.12501	4.95758	6.92392	-8.276689e-01	2.052570e+01	1.969803e+01
7325	2.01254	5.11728	6.96017	-8.847388e-01	2.131340e+01	2.042867e+01
7330	2.01254	5.04877	6.97793	-8.953011e-01	2.256726e+01	2.167196e+01
7335	2.05461	5.10292	7.09376	-1.165651e+00	2.063587e+01	1.947022e+01
7340	1.94084	5.02063	6.9526	-8.509511e-01	2.223515e+01	2.138420e+01
7345	2.00586	5.04547	6.9526	-8.473039e-01	2.242985e+01	2.158255e+01
7350	2.00586	4.97396	7.07064	-1.086075e+00	2.229873e+01	2.121265e+01
7355	2.00586	5.08101	7.02075	-9.889606e-01	2.217013e+01	2.118117e+01
7360	2.00586	5.02411	7.01134	-9.575664e-01	2.279746e+01	2.183990e+01
7365	2.00586	4.94262	6.95562	-8.552314e-01	2.232123e+01	2.146600e+01
7370	2.00586	5.00037	6.95562	-8.486457e-01	2.266040e+01	2.181175e+01
7375	2.0384	5.04501	7.04837	-1.041830e+00	2.229123e+01	2.124940e+01
7380	2.0384	4.91851	6.86717	-7.192603e-01	2.024396e+01	1.952470e+01
7385	2.0384	5.01088	6.98977	-9.163335e-01	2.270012e+01	2.178378e+01
7390	2.0384	5.0559	6.84464	-6.801469e-01	1.996026e+01	1.928011e+01
7395	2.0384	5.05451	7.00231	-9.469159e-01	2.242851e+01	2.148159e+01
7400	1.88194	5.02337	6.97358	-9.109175e-01	2.132264e+01	2.041172e+01
7405	2.04693	5.07609	6.95152	-8.571263e-01	2.183223e+01	2.097511e+01
7410	2.08439	5.07577	6.97597	-9.122323e-01	2.152537e+01	2.061314e+01
7415	2.08439	4.92214	7.02071	-1.002048e+00	2.149528e+01	2.049323e+01
7420	2.05416	4.95149	6.992	-9.281090e-01	2.232633e+01	2.139822e+01
7425	1.86813	4.98806	6.96844	-9.073465e-01	2.097866e+01	2.007131e+01
7430	1.89374	4.98806	6.96844	-8.951486e-01	2.159709e+01	2.070194e+01
7435	1.89374	4.93313	6.96844	-9.038060e-01	2.115347e+01	2.024966e+01
7440	2.05955	5.02562	6.96089	-8.666387e-01	2.229376e+01	2.142713e+01
7445	1.86498	5.0122	6.96089	-8.949909e-01	2.084069e+01	1.994570e+01
7450	2.08579	4.95492	7.0121	-9.766751e-01	2.190946e+01	2.093278e+01
7455	1.9393	5.07281	6.88431	-7.467551e-01	2.059989e+01	1.985314e+01
7460	1.99392	5.00983	6.973	-8.811236e-01	2.277783e+01	2.189670e+01
7465	1.92633	5.03317	7.08093	-1.121424e+00	2.155138e+01	2.042995e+01
7470	1.92521	4.89064	6.97082	-9.118540e-01	2.098555e+01	2.007369e+01
7475	1.97097	5.02955	6.9771	-8.920730e-01	2.263995e+01	2.174788e+01
7480	1.98835	4.84264	6.99061	-9.645884e-01	2.032413e+01	1.935954e+01
7485	1.97946	4.81226	6.94474	-9.003348e-01	1.892657e+01	1.802623e+01
7490	1.97946	5.07321	6.95943	-8.671120e-01	2.212049e+01	2.125338e+01
7495	1.97946	4.98463	7.03698	-1.011418e+00	2.266432e+01	2.165290e+01
7500	1.97946	4.98023	6.94826	-8.369050e-01	2.250453e+01	2.166763e+01
7505	2.00431	5.12491	7.12583	-1.247969e+00	1.971834e+01	1.847037e+01
7510	1.97231	4.91674	6.89751	-7.648201e-01	2.100392e+01	2.023910e+01
7515	1.88092	4.97405	6.96861	-9.022962e-01	2.124990e+01	2.034760e+01
7520	2.01553	4.93384	6.96861	-8.818284e-01	2.229183e+01	2.141000e+01
7525	2.01553	4.99064	7.06371	-1.069603e+00	2.243333e+01	2.136373e+01
7530	1.97794	5.13727	7.12216	-1.246220e+00	1.943481e+01	1.818859e+01
7535	1.97794	4.97147	7.06858	-1.082569e+00	2.226501e+01	2.118244e+01
7540	1.97794	4.95219	6.85871	-6.962915e-01	2.054597e+01	1.984968e+01
7545	1.97794	5.02097	6.88107	-7.256767e-01	2.133077e+01	2.060509e+01
7550	1.97794	4.93032	6.87914	-7.315828e-01	2.082742e+01	2.009584e+01
7555	2.07337	4.94843	7.12748	-1.236954e+00	2.043207e+01	1.919512e+01
7560	1.91291	4.94991	7.02216	-9.988876e-01	2.178777e+01	2.078888e+01
7565	1.91291	4.94006	7.05903	-1.080785e+00	2.137971e+01	2.029892e+01
7570	1.91291	5.01917	6.96766	-8.867169e-01	2.194898e+01	2.106226e+01
7575	1.91291	5.0005	7.08857	-1.141402e+00	2.131296e+01	2.017156e+01
7580	1.91291	4.96846	6.95256	-8.601793e-01	2.175613e+01	2.089595e+01
7585	1.91291	5.08253	6.98021	-9.233961e-01	2.137375e+01	2.045036e+01
7590	1.91566	5.11038	6.92073	-8.260288e-01	2.028154e+01	1.945551e+01
7595	2.00098	4.91716	6.95837	-8.673413e-01	2.198507e+01	2.111773e+01
7600	2.00098	5.09756	6.95837	-8.726520e-01	2.173943e+01	2.086677e+01
7605	1.98107	5.07235	7.07054	-1.095613e+00	2.181305e+01	2.071744e+01
7610	1.89276	5.01266	6.96307	-8.855835e-01	2.153900e+01	2.065342e+01
7615	2.10212	4.95386	7.10669	-1.194654e+00	2.046655e+01	1.927189e+01
7620	2.10212	5.01806	6.97562	-9.073340e-01	2.173115e+01	2.082382e+01
7625	1.99647	5.05445	7.06231	-1.071733e+00	2.218630e+01	2.111457e+01
7630	2.03943	5.05445	6.87632	-7.256793e-01	2.086448e+01	2.013880e+01
7635	1.90076	5.12293	6.87632	-7.665607e-01	1.879461e+01	1.802805e+01
7640	2.04458	5.0368	6.87632	-7.233242e-01	2.098181e+01	2.025848e+01
7645	1.96348	4.91899	6.96706	-8.854911e-01	2.194385e+01	2.105835e+01
7650	1.8744	4.9595	6.96706	-9.045290e-01	2.097855e+01	2.007402e+01
7655	1.93042	4.94774	6.92699	-8.131965e-01	2.154269e+01	2.072949e+01
7660	2.16781	5.01859	6.92699	-8.550638e-01	1.946073e+01	1.860566e+01
7665	2.06064	5.01918	6.99187	-9.253724e-01	2.245977e+01	2.153439e+01
7670	2.04486	5.01918	6.99187	-9.220422e-01	2.262636e+01	2.170432e+01
7675	2.11812	5.0597	6.9619	-8.951354e-01	2.096636e+01	2.007123e+01
7680	2.08123	5.11075	7.10507	-1.203337e+00	1.987819e+01	1.867486e+01
7685	2.08123	5.0154	6.86068	-7.072453e-01	2.020916e+01	1.950191e+01
7690	2.04337	4.94852	6.92332	-8.008580e-01	2.180502e+01	2.100416e+01
7695	2.04812	5.05841	6.97852	-9.028249e-01	2.225226e+01	2.134944e+01
7700	1.95744	5.0067	6.98361	-9.048803e-01	2.264787e+01	2.174299e+01
7705	2.0453	5.0067	6.98361	-9.053623e-01	2.263204e+01	2.172667e+01
7710	1.97768	4.97024	6.99229	-9.208613e-01	2.271557e+01	2.179471e+01
7715	2.04453	4.97024	7.09824	-1.154916e+00	2.161704e+01	2.046213e+01
7720	2.01381	4.92832	6.9933	-9.307492e-01	2.231744e+01	2.138669e+01
7725	2.06868	4.93122	6.96725	-8.889467e-01	2.180015e+01	2.091120e+01
7730	2.06868	5.05944	7.05568	-1.067469e+00	2.173958e+01	2.067211e+01
7735	1.96291	4.8985	6.9764	-9.106753e-01	2.161403e+01	2.070335e+01
7740	1.98621	5.08855	7.00096	-9.513907e-01	2.206559e+01	2.111420e+01
7745	2.05289	5.11949	6.94723	-8.675785e-01	2.087577e+01	2.000819e+01
7750	1.89099	5.15718	6.96025	-9.302391e-01	1.901649e+01	1.808625e+01
7755	1.91923	5.0014	6.96025	-8.701090e-01	2.203664e+01	2.116653e+01
7760	1.91923	5.0014	6.96025	-8.701090e-01	2.203664e+01	2.116653e+01
7765	2.10535	4.98328	6.96025	-8.798144e-01	2.156489e+01	2.068508e+01
7770	1.91169	5.03633	6.88616	-7.498727e-01	2.062221e+01	1.987234e+01
7775	2.00709	4.96775	6.87596	-7.182719e-01	2.118500e+01	2.046673e+01
7780	2.00709	5.00427	6.92652	-7.973830e-01	2.230750e+01	2.151011e+01
7785	2.10835	5.00427	7.05873	-1.081269e+00	2.134856e+01	2.026729e+01
7790	2.07028	5.09227	6.94687	-8.596931e-01	2.123511e+01	2.037541e+01
7795	1.98495	5.10217	6.9125	-7.950401e-01	2.101956e+01	2.022452e+01
7800	1.89804	5.20997	6.92207	-8.986610e-01	1.675701e+01	1.585834e+01
7805	1.91294	4.90186	6.92207	-8.241184e-01	2.048650e+01	1.966238e+01
7810	1.90793	5.16554	6.97398	-9.544780e-01	1.918343e+01	1.822895e+01
7815	1.93886	5.07461	6.97398	-9.013269e-01	2.186033e+01	2.095900e+01
7820	2.09279	5.07461	6.94176	-8.520602e-01	2.110541e+01	2.025335e+01
7825	1.86081	4.90411	6.94176	-8.808467e-01	1.960795e+01	1.872710e+01
7830	2.06661	4.90411	6.94176	-8.509716e-01	2.113683e+01	2.028586e+01
7835	2.02748	5.05568	6.99131	-9.238863e-01	2.247910e+01	2.155522e+01
7840	2.03346	5.01779	7.00356	-9.434216e-01	2.272730e+01	2.178388e+01
7845	2.10742	5.17789	6.95616	-9.359355e-01	1.833355e+01	1.739761e+01
7850	1.97473	4.80377	6.95616	-9.278591e-01	1.868993e+01	1.776207e+01
7855	1.8737	4.94808	6.98556	-9.422279e-01	2.094352e+01	2.000129e+01
7860	1.99513	4.90066	6.98718	-9.278681e-01	2.183877e+01	2.091090e+01
7865	1.97298	5.07635	6.98718	-9.212039e-01	2.219380e+01	2.127260e+01
7870	2.04371	5.0728	6.90219	-7.713371e-01	2.117667e+01	2.040533e+01
7875	2.01271	4.94776	6.96244	-8.668816e-01	2.242393e+01	2.155705e+01
7880	1.93075	4.9683	7.00109	-9.471759e-01	2.227185e+01	2.132468e+01
7885	2.01365	5.02747	7.00109	-9.374569e-01	2.277730e+01	2.183984e+01
7890	2.12643	5.05231	7.00534	-9.815878e-01	2.099123e+01	2.000964e+01
7895	1.94263	4.96195	7.00534	-9.536206e-01	2.237730e+01	2.142368e+01
7900	1.84684	4.91281	7.14379	-1.324461e+00	1.763738e+01	1.631292e+01
7905	2.03696	4.99974	6.83241	-6.571277e-01	1.987566e+01	1.921853e+01
7910	1.98823	5.00259	7.04514	-1.028054e+00	2.265237e+01	2.162431e+01
7915	2.06011	4.94726	7.04514	-1.040554e+00	2.202190e+01	2.098135e+01
7920	1.94857	4.88764	7.04846	-1.065551e+00	2.107708e+01	2.001153e+01
7925	1.94857	5.03395	6.98684	-9.150144e-01	2.246461e+01	2.154959e+01
7930	1.94857	4.99121	6.9718	-8.840349e-01	2.250309e+01	2.161906e+01
7935	1.92417	4.89176	6.90037	-7.889328e-01	2.006876e+01	1.927982e+01
7940	1.93654	4.87642	7.00577	-9.836001e-01	2.089612e+01	1.991252e+01
7945	1.94832	4.93231	7.03722	-1.025107e+00	2.198771e+01	2.096260e+01
7950	1.86355	4.93231	7.03722	-1.057000e+00	2.036920e+01	1.931220e+01
7955	1.88654	5.05411	6.84195	-6.988668e-01	1.872872e+01	1.802985e+01
7960	2.14703	5.06353	6.84195	-7.185738e-01	1.776072e+01	1.704215e+01
7965	2.00954	4.86363	6.91348	-8.127064e-01	2.019882e+01	1.938611e+01
7970	1.95795	4.86363	6.9661	-9.086335e-01	2.067115e+01	1.976252e+01
7975	1.94915	4.89002	6.9661	-8.972700e-01	2.124714e+01	2.034987e+01
7980	2.09571	5.09598	6.93155	-8.426085e-01	2.055221e+01	1.970960e+01
7985	2.097	5.05184	7.00594	-9.695388e-01	2.165669e+01	2.068715e+01
7990	1.90133	5.10203	7.02325	-1.021277e+00	2.078328e+01	1.976200e+01
7995	2.08015	5.05948	7.02498	-1.004538e+00	2.181563e+01	2.081110e+01
8000	2.08015	5.05327	6.95438	-8.648433e-01	2.173190e+01	2.086706e+01
8005	2.0054	4.97063	6.95438	-8.481033e-01	2.255892e+01	2.171082e+01
8010	1.87179	4.97234	7.17231	-1.371817e+00	1.813939e+01	1.676757e+01
8015	2.0558	5.07039	6.9568	-8.668746e-01	2.187418e+01	2.100730e+01
8020	2.04038	4.98673	7.06533	-1.076201e+00	2.226522e+01	2.118902e+01
8025	1.93778	5.07378	7.06533	-1.091217e+00	2.150450e+01	2.041329e+01
8030	1.93667	4.91364	7.04183	-1.043494e+00	2.152248e+01	2.047899e+01
8035	1.93873	4.91364	7.04183	-1.042979e+00	2.154869e+01	2.050571e+01
8040	1.95473	4.97897	6.91514	-7.830723e-01	2.187134e+01	2.108827e+01
8045	1.98645	4.97897	6.9346	-8.124120e-01	2.236064e+01	2.154823e+01
8050	1.98198	4.97897	6.94877	-8.377273e-01	2.251464e+01	2.167691e+01
8055	2.03476	4.97496	7.05323	-1.049197e+00	2.240377e+01	2.135457e+01
8060	2.00776	5.04286	6.95942	-8.593275e-01	2.251168e+01	2.165235e+01
8065	1.90981	4.97428	7.09825	-1.166802e+00	2.100588e+01	1.983908e+01
8070	2.0211	5.08838	7.08461	-1.133458e+00	2.133295e+01	2.019949e+01
8075	2.04347	4.94049	7.07368	-1.102488e+00	2.177807e+01	2.067558e+01
8080	1.96033	4.90705	7.00886	-9.717013e-01	2.181511e+01	2.084341e+01
8085	1.90751	4.87063	7.0419	-1.071307e+00	2.011796e+01	1.904665e+01
8090	1.98438	5.07317	7.0419	-1.031919e+00	2.213561e+01	2.110370e+01
8095	1.96193	5.06882	7.0419	-1.033094e+00	2.207372e+01	2.104063e+01
8100	1.96708	5.09919	7.0144	-9.844552e-01	2.175343e+01	2.076897e+01
8105	2.00406	5.09087	6.95812	-8.696910e-01	2.186099e+01	2.099130e+01
8110	2.03082	5.07764	7.04762	-1.047138e+00	2.195031e+01	2.090317e+01
8115	2.02811	5.14072	6.93935	-8.606410e-01	2.042916e+01	1.956852e+01
8120	2.00084	5.08284	6.93935	-8.331839e-01	2.180631e+01	2.097313e+01
8125	2.0206	5.08284	6.95535	-8.626550e-01	2.193728e+01	2.107462e+01
8130	2.12557	5.04428	6.98561	-9.404893e-01	2.107160e+01	2.013112e+01
8135	1.92478	4.926	6.80812	-6.455433e-01	1.798429e+01	1.733875e+01
8140	1.92478	4.99018	6.85741	-7.003913e-01	2.020648e+01	1.950608e+01
8145	1.98498	4.95841	6.97775	-8.938037e-01	2.261132e+01	2.171752e+01
8150	1.96464	4.89207	6.95407	-8.715579e-01	2.133032e+01	2.045876e+01
8155	1.96464	4.98184	6.95407	-8.489190e-01	2.248377e+01	2.163485e+01
8160	1.92081	5.00508	6.9665	-8.812388e-01	2.210725e+01	2.122601e+01
8165	1.92081	4.99731	7.00295	-9.518725e-01	2.222542e+01	2.127355e+01
8170	1.93712	4.99731	6.90956	-7.767950e-01	2.162377e+01	2.084698e+01
8175	1.9594	4.99731	7.01626	-9.697690e-01	2.267188e+01	2.170211e+01
8180	2.1363	5.04915	7.01451	-1.004825e+00	2.074540e+01	1.974057e+01
8185	2.08311	5.12546	6.8952	-7.910719e-01	1.948343e+01	1.869236e+01
8190	1.96048	5.04788	7.03576	-1.015188e+00	2.235451e+01	2.133933e+01
8195	2.1492	5.00106	7.03576	-1.052004e+00	2.050995e+01	1.945794e+01
8200	2.13641	5.01669	7.03576	-1.045254e+00	2.084997e+01	1.980472e+01
8205	1.9307	5.0365	6.90075	-7.668696e-01	2.124097e+01	2.047410e+01
8210	2.05167	5.00354	6.86418	-7.040149e-01	2.072202e+01	2.001800e+01
8215	2.00682	4.97909	7.02698	-9.897917e-01	2.274725e+01	2.175746e+01
8220	2.00518	5.04614	7.05413	-1.051843e+00	2.236481e+01	2.131297e+01
8225	2.0274	5.07146	7.05413	-1.059247e+00	2.199570e+01	2.093645e+01
